   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_11.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.000281839, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0076182, 0, 5.11815e-24, 0, 1.41421, -5.11815e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18242e-26, 0, 0, 8.19864e-29, 3.13973e-28, 0, 5.09593e-24, 0, 0, 0
0.0155182, 0, 1.35765e-23, 0, 1.41421, -1.35765e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78913e-26, 0, 0, 2.20539e-28, 8.55968e-28, 0, 1.35176e-23, 0, 0, 0
0.0234183, 0, 3.51337e-23, 0, 1.41421, -3.51337e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49812e-25, 0, 0, 5.78731e-28, 2.27083e-27, 0, 3.49811e-23, 0, 0, 0
0.0313183, 0, 8.89026e-23, 0, 1.41421, -8.89026e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79086e-25, 0, 0, 1.48497e-27, 5.87895e-27, 0, 8.85161e-23, 0, 0, 0
0.0392183, 0, 2.20382e-22, 0, 1.41421, -2.20382e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.39721e-25, 0, 0, 3.73281e-27, 1.48863e-26, 0, 2.19424e-22, 0, 0, 0
0.0471184, 0, 5.36021e-22, 0, 1.41421, -5.36021e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28562e-24, 0, 0, 9.20673e-27, 3.69359e-26, 0, 5.33689e-22, 0, 0, 0
0.0550184, 0, 1.28085e-21, 0, 1.41421, -1.28085e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46157e-24, 0, 0, 2.23103e-26, 8.99419e-26, 0, 1.27527e-21, 0, 0, 0
0.0629184, 0, 3.01026e-21, 0, 1.41421, -3.01026e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28359e-23, 0, 0, 5.3177e-26, 2.15224e-25, 0, 2.99716e-21, 0, 0, 0
0.0708185, 0, 6.96496e-21, 0, 1.41421, -6.96496e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96987e-23, 0, 0, 1.24791e-25, 5.06657e-25, 0, 6.93463e-21, 0, 0, 0
