   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.9313, 45.1741, 36.3353, 0.338526, 6.86834, 8.83884, 0.000939869, 0.338542, 0.338576, 0.338573, 0.338879, 0.3386, 0.338807, 0.365242, 0.339852, 0.36054, 1.64752, 34.959, 0.339294, 0.338526, 0.338526, 0.338526, 0.338528, 0.349653, 0.338526, 0.343062
1.9392, 37.1859, 27.9883, 0.344568, 6.25987, 9.19766, 0.000790836, 0.344584, 0.344618, 0.344615, 0.344923, 0.344642, 0.34485, 0.37209, 0.345941, 0.367755, 1.87387, 26.3895, 0.345251, 0.344568, 0.344568, 0.344568, 0.34457, 0.355861, 0.344568, 0.34912
1.94709, 25.9879, 21.6477, 0.352003, 5.29036, 4.34023, 0.000659597, 0.352019, 0.352054, 0.35205, 0.35236, 0.352078, 0.352286, 0.379919, 0.35343, 0.376388, 2.10992, 19.8186, 0.352608, 0.352003, 0.352003, 0.352003, 0.352005, 0.363479, 0.352003, 0.356568
1.95499, 21.395, 16.8687, 0.360705, 4.83683, 4.5263, 0.000545313, 0.360721, 0.360756, 0.360753, 0.361064, 0.36078, 0.360989, 0.388583, 0.362195, 0.386312, 2.34862, 14.8082, 0.361239, 0.360705, 0.360705, 0.360705, 0.360707, 0.372385, 0.360705, 0.365281
1.96289, 18.5809, 13.2953, 0.370544, 4.53662, 5.28563, 0.000446869, 0.37056, 0.370596, 0.370592, 0.370904, 0.37062, 0.370829, 0.397954, 0.372107, 0.397396, 2.58192, 11.0103, 0.371013, 0.370544, 0.370544, 0.370544, 0.370546, 0.382453, 0.370544, 0.375129
1.97079, 13.2234, 10.6451, 0.38139, 3.90172, 2.57829, 0.000362976, 0.381406, 0.381442, 0.381438, 0.381751, 0.381466, 0.381676, 0.407924, 0.383036, 0.40951, 2.80117, 8.151, 0.381799, 0.38139, 0.38139, 0.38139, 0.381392, 0.393559, 0.38139, 0.385983
1.97868, 11.1667, 8.69401, 0.393121, 3.62859, 2.47267, 0.000292227, 0.393138, 0.393173, 0.393169, 0.393483, 0.393197, 0.393407, 0.41841, 0.394862, 0.422533, 2.99772, 6.01471, 0.393477, 0.393121, 0.393121, 0.393121, 0.393123, 0.405588, 0.393121, 0.39772
1.98658, 8.40704, 7.26538, 0.405627, 3.226, 1.14166, 0.000233179, 0.405643, 0.405679, 0.405675, 0.405989, 0.405703, 0.405913, 0.429359, 0.407474, 0.436355, 3.16344, 4.43269, 0.405935, 0.405627, 0.405627, 0.405627, 0.405629, 0.418435, 0.405627, 0.410232
1.99448, 6.99279, 6.22038, 0.418811, 2.9988, 0.772407, 0.000184396, 0.418827, 0.418863, 0.418859, 0.419173, 0.418887, 0.419097, 0.440741, 0.420776, 0.450879, 3.29139, 3.27292, 0.419076, 0.418811, 0.418811, 0.418811, 0.418813, 0.43201, 0.418811, 0.423423
2.00237, 8.57131, 5.45109, 0.43259, 3.25135, 3.12021, 0.000144501, 0.432606, 0.432642, 0.432638, 0.432953, 0.432666, 0.432876, 0.452547, 0.434687, 0.466028, 3.37626, 2.43258, 0.432817, 0.43259, 0.43259, 0.43259, 0.432592, 0.446237, 0.43259, 0.43721
2.01027, 7.68581, 4.87452, 0.446896, 3.1122, 2.81129, 0.0001122, 0.446913, 0.446948, 0.446944, 0.447259, 0.446972, 0.447183, 0.464784, 0.449139, 0.481737, 3.41489, 1.83173, 0.44709, 0.446896, 0.446896, 0.446896, 0.446898, 0.461053, 0.446896, 0.451527
2.01817, 4, 4.4283, 0.461673, 2.44949, -0.428298, 8.63112e-05, 0.46169, 0.461726, 0.461722, 0.462037, 0.46175, 0.46196, 0.477467, 0.464075, 0.497961, 3.40642, 1.40868, 0.461838, 0.461673, 0.461673, 0.461673, 0.461676, 0.476408, 0.461673, 0.466318
2.02606, 5, 4.0668, 0.47688, 2.64575, 0.933203, 6.57686e-05, 0.476896, 0.476932, 0.476928, 0.477243, 0.476956, 0.477167, 0.490619, 0.479453, 0.514675, 3.35237, 1.11616, 0.477018, 0.47688, 0.47688, 0.47688, 0.476882, 0.492266, 0.47688, 0.481541
2.03396, 0, 3.75808, 0.49248, 1.41421, -3.75808, 4.96343e-05, 0.492497, 0.492532, 0.492528, 0.492843, 0.492556, 0.492767, 0.50426, 0.495239, 0.531873, 3.25654, 0.918327, 0.492596, 0.49248, 0.49248, 0.49248, 0.492482, 0.508597, 0.49248, 0.497164
2.04186, 3.13299, 3.48108, 0.508448, 2.26561, -0.348095, 3.70916e-05, 0.508465, 0.508501, 0.508497, 0.508812, 0.508525, 0.508735, 0.518407, 0.511407, 0.54958, 3.12461, 0.788279, 0.508546, 0.508448, 0.508448, 0.508448, 0.50845, 0.525379, 0.508448, 0.513163
2.04975, 3.86701, 3.22316, 0.524766, 2.42219, 0.64385, 2.74418e-05, 0.524783, 0.524818, 0.524815, 0.52513, 0.524842, 0.525053, 0.533072, 0.527937, 0.567858, 2.96374, 0.706107, 0.524847, 0.524766, 0.524766, 0.524766, 0.524768, 0.542597, 0.524766, 0.529519
2.05765, 4.68499, 2.978, 0.541419, 2.58553, 1.70699, 2.00959e-05, 0.541436, 0.541471, 0.541467, 0.541782, 0.541495, 0.541706, 0.548259, 0.544815, 0.586819, 2.78195, 0.657286, 0.541486, 0.541419, 0.541419, 0.541419, 0.541421, 0.560239, 0.541419, 0.546222
2.06555, 4.87426, 2.74372, 0.558395, 2.62188, 2.13054, 1.4564e-05, 0.558412, 0.558447, 0.558443, 0.558758, 0.558471, 0.558682, 0.563963, 0.562029, 0.606651, 2.58761, 0.631379, 0.55845, 0.558395, 0.558395, 0.558395, 0.558397, 0.578297, 0.558395, 0.563262
2.07344, 2.99757, 2.52131, 0.575688, 2.23552, 0.476259, 1.0443e-05, 0.575705, 0.57574, 0.575737, 0.576052, 0.575764, 0.575975, 0.580178, 0.579573, 0.627651, 2.38875, 0.621, 0.575733, 0.575688, 0.575688, 0.575688, 0.57569, 0.596766, 0.575688, 0.580635
2.08134, 1.44318, 2.31341, 0.593292, 1.85558, -0.870226, 7.40735e-06, 0.593309, 0.593345, 0.593341, 0.593656, 0.593369, 0.593579, 0.596887, 0.59744, 0.650262, 2.19269, 0.621018, 0.593329, 0.593292, 0.593292, 0.593292, 0.593295, 0.615642, 0.593292, 0.598338
2.08924, 1.55201, 2.12335, 0.611203, 1.88468, -0.57134, 5.19653e-06, 0.61122, 0.611255, 0.611252, 0.611567, 0.611279, 0.61149, 0.614073, 0.615625, 0.675135, 2.00565, 0.627922, 0.611233, 0.611203, 0.611203, 0.611203, 0.611205, 0.634922, 0.611203, 0.616369
2.09713, 2.44799, 1.95451, 0.629417, 2.10903, 0.493483, 3.60488e-06, 0.629434, 0.629469, 0.629465, 0.62978, 0.629493, 0.629704, 0.631714, 0.634125, 0.703197, 1.83242, 0.639351, 0.629441, 0.629417, 0.629417, 0.629417, 0.629419, 0.654606, 0.629417, 0.634728
2.10503, 0.547212, 1.80996, 0.647932, 1.596, -1.26275, 2.47235e-06, 0.647949, 0.647984, 0.64798, 0.648295, 0.648008, 0.648219, 0.649792, 0.652938, 0.735738, 1.67636, 0.653745, 0.647951, 0.647932, 0.647932, 0.647932, 0.647934, 0.674697, 0.647932, 0.653417
2.11293, 1.99757, 1.69237, 0.666745, 1.99939, 0.305199, 1.67613e-06, 0.666762, 0.666798, 0.666794, 0.667109, 0.666821, 0.667032, 0.668285, 0.67206, 0.774502, 1.53941, 0.670079, 0.666761, 0.666745, 0.666745, 0.666745, 0.666747, 0.695201, 0.666745, 0.672435
2.12083, 0.997584, 1.60408, 0.685857, 1.73135, -0.606501, 1.12306e-06, 0.685873, 0.685909, 0.685905, 0.68622, 0.685933, 0.686144, 0.687175, 0.691491, 0.821798, 1.42223, 0.687753, 0.685869, 0.685857, 0.685857, 0.685857, 0.685859, 0.71613, 0.685857, 0.691786
2.12872, 0.457638, 1.54723, 0.705262, 1.56769, -1.08959, 7.43624e-07, 0.705279, 0.705315, 0.705311, 0.705626, 0.705338, 0.705549, 0.706446, 0.711226, 0.880586, 1.3244, 0.706326, 0.705272, 0.705262, 0.705262, 0.705262, 0.705264, 0.737499, 0.705262, 0.711467
2.13662, 0, 1.52405, 0.724963, 1.41421, -1.52405, 4.86489e-07, 0.72498, 0.725016, 0.725012, 0.725327, 0.72504, 0.72525, 0.726085, 0.731268, 0.954579, 1.24467, 0.725551, 0.724971, 0.724963, 0.724963, 0.724963, 0.724966, 0.759339, 0.724963, 0.731485
2.14452, 2, 1.53714, 0.744958, 2, 0.462863, 3.14427e-07, 0.744974, 0.74501, 0.745006, 0.745321, 0.745034, 0.745245, 0.746079, 0.751613, 1.04827, 1.18127, 0.745277, 0.744964, 0.744958, 0.744958, 0.744958, 0.74496, 0.781689, 0.744958, 0.751837
2.15241, 0, 1.58967, 0.765243, 1.41421, -1.58967, 2.00748e-07, 0.76526, 0.765296, 0.765292, 0.765607, 0.76532, 0.76553, 0.766419, 0.772259, 1.16691, 1.13214, 0.765415, 0.765248, 0.765243, 0.765243, 0.765243, 0.765245, 0.804609, 0.765243, 0.772524
2.16031, 1.5303, 1.68548, 0.78582, 1.87891, -0.15518, 1.26599e-07, 0.785836, 0.785872, 0.785868, 0.786183, 0.785896, 0.786107, 0.787097, 0.793206, 1.31648, 1.09512, 0.78591, 0.785823, 0.78582, 0.78582, 0.78582, 0.785822, 0.828181, 0.78582, 0.793547
2.16821, 1.52556, 1.82905, 0.806686, 1.87765, -0.303491, 7.88484e-08, 0.806702, 0.806738, 0.806734, 0.807049, 0.806762, 0.806973, 0.808107, 0.814452, 1.50343, 1.06816, 0.806733, 0.806688, 0.806686, 0.806686, 0.806686, 0.806688, 0.852518, 0.806686, 0.814905
2.1761, 2.46963, 2.02528, 0.827839, 2.11415, 0.444344, 4.84976e-08, 0.827856, 0.827892, 0.827888, 0.828203, 0.827915, 0.828126, 0.829441, 0.835994, 1.73439, 1.04941, 0.827863, 0.827841, 0.827839, 0.827839, 0.827839, 0.827841, 0.877768, 0.827839, 0.836598
2.184, 6.13608, 2.27918, 0.849279, 2.85238, 3.85689, 2.94556e-08, 0.849296, 0.849331, 0.849328, 0.849643, 0.849355, 0.849566, 0.851092, 0.857832, 2.01576, 1.03729, 0.849291, 0.849281, 0.849279, 0.849279, 0.849279, 0.849281, 0.904123, 0.849279, 0.858623
2.1919, 3.85914, 2.59526, 0.871002, 2.42057, 1.26388, 1.76653e-08, 0.871019, 0.871054, 0.871051, 0.871366, 0.871078, 0.871289, 0.873052, 0.879962, 2.35309, 1.0305, 0.871008, 0.871003, 0.871002, 0.871002, 0.871002, 0.871004, 0.931826, 0.871002, 0.880977
2.19979, 1.47931, 2.97694, 0.893009, 1.86529, -1.49764, 1.04597e-08, 0.893025, 0.893061, 0.893057, 0.893372, 0.893085, 0.893296, 0.895314, 0.902383, 2.75055, 1.02805, 0.893012, 0.89301, 0.893009, 0.893009, 0.893009, 0.893011, 0.96118, 0.893009, 0.903661
2.20769, 1.51586, 3.42578, 0.915295, 1.87506, -1.90992, 6.11421e-09, 0.915312, 0.915347, 0.915344, 0.915659, 0.915371, 0.915582, 0.917868, 0.925093, 3.21006, 1.02918, 0.915296, 0.915296, 0.915295, 0.915295, 0.915295, 0.915297, 0.992542, 0.915295, 0.926669
2.21559, 5.10514, 3.94071, 0.937858, 2.66555, 1.16443, 3.52815e-09, 0.937875, 0.937911, 0.937907, 0.938222, 0.937935, 0.938145, 0.940702, 0.948088, 3.7307, 1.03334, 0.937859, 0.937859, 0.937858, 0.937858, 0.937858, 0.93786, 1.02633, 0.937858, 0.949997
2.22348, 5.379, 4.51743, 0.960696, 2.71643, 0.861566, 2.00948e-09, 0.960713, 0.960748, 0.960745, 0.96106, 0.960772, 0.960983, 0.963803, 0.971365, 4.3081, 1.04015, 0.960696, 0.960697, 0.960696, 0.960696, 0.960696, 0.960698, 1.06301, 0.960696, 0.973641
2.23138, 7.56039, 5.1479, 0.983807, 3.09199, 2.41249, 1.12956e-09, 0.983823, 0.983859, 0.983855, 0.98417, 0.983883, 0.984094, 0.987162, 0.994922, 4.934, 1.04932, 0.983807, 0.983807, 0.983807, 0.983807, 0.983807, 0.983809, 1.10308, 0.983807, 0.997599
2.23928, 7.97059, 5.82001, 1.00718, 3.15762, 2.15058, 6.26597e-10, 1.0072, 1.00724, 1.00723, 1.00755, 1.00726, 1.00747, 1.01076, 1.01875, 5.59599, 1.06065, 1.00718, 1.00718, 1.00718, 1.00718, 1.00718, 1.00719, 1.14707, 1.00718, 1.02186
2.24718, 7.988, 6.51782, 1.03083, 3.16038, 1.47018, 3.42964e-10, 1.03085, 1.03088, 1.03088, 1.03119, 1.03091, 1.03112, 1.03459, 1.04286, 6.2778, 1.07396, 1.03083, 1.03083, 1.03083, 1.03083, 1.03083, 1.03083, 1.19547, 1.03083, 1.04643
2.25507, 4.48378, 7.22181, 1.05473, 2.54633, -2.73803, 1.85224e-10, 1.05475, 1.05479, 1.05478, 1.0551, 1.05481, 1.05502, 1.05864, 1.06723, 6.95964, 1.0891, 1.05473, 1.05473, 1.05473, 1.05473, 1.05473, 1.05474, 1.24872, 1.05473, 1.0713
2.26297, 9.98882, 7.90997, 1.0789, 3.46249, 2.07885, 9.86268e-11, 1.07891, 1.07895, 1.07895, 1.07926, 1.07897, 1.07919, 1.0829, 1.09188, 7.61929, 1.10593, 1.0789, 1.0789, 1.0789, 1.0789, 1.0789, 1.0789, 1.30716, 1.0789, 1.09646
2.27087, 9.49139, 8.55866, 1.10332, 3.38989, 0.93273, 5.17163e-11, 1.10333, 1.10337, 1.10337, 1.10368, 1.10339, 1.1036, 1.10736, 1.11678, 8.23308, 1.1243, 1.10332, 1.10332, 1.10332, 1.10332, 1.10332, 1.10332, 1.37098, 1.10332, 1.1219
2.27876, 6.49368, 9.14415, 1.12799, 2.91439, -2.65047, 2.66481e-11, 1.128, 1.12804, 1.12804, 1.12835, 1.12806, 1.12827, 1.13202, 1.14194, 8.77748, 1.14404, 1.12799, 1.12799, 1.12799, 1.12799, 1.12799, 1.12799, 1.44013, 1.12799, 1.14763
2.28666, 9.48192, 9.64422, 1.1529, 3.3885, -0.162299, 1.34318e-11, 1.15292, 1.15296, 1.15295, 1.15327, 1.15298, 1.15319, 1.15687, 1.16735, 9.23067, 1.16501, 1.1529, 1.1529, 1.1529, 1.1529, 1.1529, 1.15291, 1.51435, 1.1529, 1.17364
2.29456, 6.00946, 10.0396, 1.17807, 2.8301, -4.03013, 6.57642e-12, 1.17808, 1.17812, 1.17811, 1.17843, 1.17814, 1.17835, 1.18191, 1.19302, 9.57406, 1.18707, 1.17807, 1.17807, 1.17807, 1.17807, 1.17807, 1.17807, 1.59308, 1.17807, 1.19993
2.30245, 12.4796, 10.3153, 1.20346, 3.80521, 2.16431, 3.10528e-12, 1.20348, 1.20352, 1.20351, 1.20383, 1.20354, 1.20375, 1.20714, 1.21894, 9.7937, 1.21006, 1.20346, 1.20346, 1.20346, 1.20346, 1.20346, 1.20347, 1.67546, 1.20346, 1.22648
2.31035, 9.47483, 10.4619, 1.2291, 3.38745, -0.987049, 1.39443e-12, 1.22912, 1.22915, 1.22915, 1.22946, 1.22917, 1.22939, 1.23256, 1.2451, 9.88136, 1.23386, 1.2291, 1.2291, 1.2291, 1.2291, 1.2291, 1.2291, 1.76034, 1.2291, 1.2533
2.31825, 11.9522, 10.4759, 1.25496, 3.73526, 1.47628, 5.86184e-13, 1.25498, 1.25501, 1.25501, 1.25533, 1.25504, 1.25525, 1.25819, 1.2715, 9.83515, 1.25835, 1.25496, 1.25496, 1.25496, 1.25496, 1.25496, 1.25496, 1.8463, 1.25496, 1.28038
2.32614, 13.5441, 10.3603, 1.28105, 3.94259, 3.18378, 2.26087e-13, 1.28107, 1.28111, 1.2811, 1.28142, 1.28113, 1.28134, 1.28401, 1.29816, 9.65964, 1.28343, 1.28105, 1.28105, 1.28105, 1.28105, 1.28105, 1.28106, 1.93173, 1.28105, 1.30771
2.33404, 11.3771, 10.1239, 1.30737, 3.65747, 1.25314, 8.16241e-14, 1.30738, 1.30742, 1.30741, 1.30773, 1.30744, 1.30765, 1.31005, 1.32508, 9.36557, 1.30901, 1.30737, 1.30737, 1.30737, 1.30737, 1.30737, 1.30737, 2.0149, 1.30737, 1.3353
2.34194, 10.1791, 9.78103, 1.33389, 3.48985, 0.398049, 2.65484e-14, 1.33391, 1.33395, 1.33394, 1.33426, 1.33397, 1.33418, 1.3363, 1.35227, 8.9689, 1.33501, 1.33389, 1.33389, 1.33389, 1.33389, 1.33389, 1.3339, 2.09405, 1.33389, 1.36312
2.34983, 10.3597, 9.34996, 1.36063, 3.51564, 1.00975, 7.60674e-15, 1.36065, 1.36068, 1.36068, 1.36099, 1.36071, 1.36092, 1.36276, 1.37976, 8.48966, 1.36138, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 2.16751, 1.36063, 1.39119
2.35773, 11.9858, 8.85181, 1.38757, 3.73976, 3.13397, 1.83615e-15, 1.38759, 1.38763, 1.38762, 1.38794, 1.38765, 1.38786, 1.38945, 1.40761, 7.9504, 1.38807, 1.38757, 1.38757, 1.38757, 1.38757, 1.38757, 1.38758, 2.23383, 1.38757, 1.41949
2.36563, 7.11487, 8.30909, 1.41472, 3.01908, -1.19422, 4.33534e-16, 1.41473, 1.41477, 1.41476, 1.41508, 1.41479, 1.415, 1.41634, 1.43589, 7.37471, 1.41504, 1.41472, 1.41472, 1.41472, 1.41472, 1.41472, 1.41472, 2.29183, 1.41472, 1.44801
2.37353, 4.92562, 7.74407, 1.44205, 2.63166, -2.81846, 9.07453e-17, 1.44207, 1.44211, 1.4421, 1.44242, 1.44213, 1.44234, 1.44346, 1.46473, 6.78554, 1.44226, 1.44205, 1.44205, 1.44205, 1.44205, 1.44205, 1.44205, 2.34076, 1.44205, 1.47675
2.38142, 6.52763, 7.17773, 1.46958, 2.92021, -0.650095, 1.67543e-17, 1.46959, 1.46963, 1.46962, 1.46994, 1.46965, 1.46986, 1.47078, 1.49433, 6.20397, 1.46971, 1.46958, 1.46958, 1.46958, 1.46958, 1.46958, 1.46958, 2.38027, 1.46958, 1.50571
2.38932, 11.4531, 6.62842, 1.49728, 3.66785, 4.82468, 2.70267e-18, 1.4973, 1.49734, 1.49733, 1.49765, 1.49736, 1.49757, 1.49831, 1.52497, 5.64796, 1.49736, 1.49728, 1.49728, 1.49728, 1.49728, 1.49728, 1.49729, 2.41052, 1.49728, 1.53487
2.39722, 8.44847, 6.11148, 1.52517, 3.23241, 2.33699, 3.69975e-19, 1.52518, 1.52522, 1.52522, 1.52553, 1.52524, 1.52545, 1.52604, 1.55706, 5.13182, 1.52522, 1.52517, 1.52517, 1.52517, 1.52517, 1.52517, 1.52517, 2.43209, 1.52517, 1.56423
2.40511, 6.62111, 5.63865, 1.55322, 2.93617, 0.982458, 3.80135e-20, 1.55324, 1.55327, 1.55327, 1.55359, 1.5533, 1.55351, 1.55397, 1.59119, 4.66571, 1.55325, 1.55322, 1.55322, 1.55322, 1.55322, 1.55322, 1.55322, 2.44599, 1.55322, 1.59379
2.41301, 4.99514, 5.21811, 1.58144, 2.64483, -0.222968, 1.09281e-21, 1.58146, 1.5815, 1.58149, 1.58181, 1.58152, 1.58173, 1.58209, 1.62815, 4.25563, 1.58146, 1.58144, 1.58144, 1.58144, 1.58144, 1.58144, 1.58144, 2.45361, 1.58144, 1.62354
2.42091, 3.99523, 4.85476, 1.60983, 2.44852, -0.859531, 2.81508e-23, 1.60984, 1.60988, 1.60987, 1.61019, 1.6099, 1.61011, 1.61038, 1.66902, 3.90373, 1.60984, 1.60983, 1.60983, 1.60983, 1.60983, 1.60983, 1.60983, 2.4566, 1.60983, 1.65348
2.4288, 7.54681, 4.55079, 1.63837, 3.08979, 2.99601, 5.92627e-26, 1.63838, 1.63842, 1.63841, 1.63873, 1.63844, 1.63865, 1.63885, 1.7152, 3.60889, 1.63837, 1.63837, 1.63837, 1.63837, 1.63837, 1.63837, 1.63837, 2.45688, 1.63837, 1.68359
2.4367, 7.33544, 4.30631, 1.66706, 3.0554, 3.02913, 0, 1.66708, 1.66711, 1.66711, 1.66743, 1.66714, 1.66735, 1.6675, 1.76848, 3.36732, 1.66707, 1.66706, 1.66706, 1.66706, 1.66706, 1.66706, 1.66706, 2.45652, 1.66706, 1.71388
2.4446, 6.21623, 4.12018, 1.69591, 2.8664, 2.09605, 0, 1.69592, 1.69596, 1.69596, 1.69627, 1.69598, 1.6962, 1.6963, 1.83109, 3.17341, 1.69591, 1.69591, 1.69591, 1.69591, 1.69591, 1.69591, 1.69591, 2.45782, 1.69591, 1.74434
2.45249, 3.4411, 3.99084, 1.7249, 2.33262, -0.549749, 0, 1.72492, 1.72496, 1.72495, 1.72527, 1.72498, 1.72519, 1.72526, 1.90571, 3.02037, 1.7249, 1.7249, 1.7249, 1.7249, 1.7249, 1.7249, 1.72491, 2.46329, 1.7249, 1.77498
2.46039, 3.87508, 3.91713, 1.75404, 2.42386, -0.0420551, 0, 1.75406, 1.7541, 1.75409, 1.75441, 1.75412, 1.75434, 1.75438, 1.99546, 2.90102, 1.75405, 1.75404, 1.75404, 1.75404, 1.75404, 1.75404, 1.75405, 2.47582, 1.75404, 1.80578
2.46829, 4.12012, 3.89898, 1.78333, 2.47389, 0.221142, 0, 1.78335, 1.78338, 1.78338, 1.78369, 1.78341, 1.78362, 1.78365, 2.10385, 2.80834, 1.78333, 1.78333, 1.78333, 1.78333, 1.78333, 1.78333, 1.78333, 2.49887, 1.78333, 1.83674
2.47618, 5.86525, 3.93805, 1.81276, 2.8045, 1.92719, 0, 1.81278, 1.81281, 1.81281, 1.81312, 1.81284, 1.81306, 1.81307, 2.2347, 2.73588, 1.81276, 1.81276, 1.81276, 1.81276, 1.81276, 1.81276, 1.81276, 2.53672, 1.81276, 1.86787
2.48408, 2.12994, 4.03823, 1.84233, 2.03222, -1.90829, 0, 1.84235, 1.84239, 1.84238, 1.8427, 1.84241, 1.84263, 1.84263, 2.39192, 2.67811, 1.84233, 1.84233, 1.84233, 1.84233, 1.84233, 1.84233, 1.84234, 2.59488, 1.84233, 1.89916
2.49198, 1.42664, 4.20595, 1.87205, 1.85112, -2.77931, 0, 1.87206, 1.8721, 1.87209, 1.87241, 1.87212, 1.87235, 1.87234, 2.57928, 2.63056, 1.87205, 1.87205, 1.87205, 1.87205, 1.87205, 1.87205, 1.87205, 2.68047, 1.87205, 1.93062
2.49987, 4.99518, 4.45044, 1.9019, 2.64484, 0.544741, 0, 1.90191, 1.90195, 1.90195, 1.90226, 1.90197, 1.90221, 1.90218, 2.80011, 2.58988, 1.9019, 1.9019, 1.9019, 1.9019, 1.9019, 1.9019, 1.9019, 2.80273, 1.9019, 1.96224
2.50777, 2.57093, 4.78368, 1.93189, 2.13797, -2.21275, 0, 1.9319, 1.93194, 1.93193, 1.93225, 1.93196, 1.93221, 1.93217, 3.05692, 2.55376, 1.93189, 1.93189, 1.93189, 1.93189, 1.93189, 1.93189, 1.93189, 2.97346, 1.93189, 1.99403
2.51567, 6.68482, 5.22047, 1.96201, 2.947, 1.46435, 0, 1.96203, 1.96206, 1.96206, 1.96237, 1.96209, 1.96235, 1.96229, 3.35103, 2.52079, 1.96201, 1.96201, 1.96201, 1.96201, 1.96201, 1.96201, 1.96201, 3.20749, 1.96201, 2.026
2.52357, 7.72984, 5.77801, 1.99227, 3.11927, 1.95183, 0, 1.99228, 1.99232, 1.99232, 1.99263, 1.99234, 1.99263, 1.99255, 3.68213, 2.49036, 1.99227, 1.99227, 1.99227, 1.99227, 1.99227, 1.99227, 1.99227, 3.52295, 1.99227, 2.05816
2.53146, 5.66308, 6.4755, 2.02265, 2.76823, -0.812415, 0, 2.02267, 2.02271, 2.0227, 2.02302, 2.02273, 2.02305, 2.02293, 4.04796, 2.46236, 2.02265, 2.02265, 2.02265, 2.02265, 2.02265, 2.02265, 2.02266, 3.94136, 2.02265, 2.09055
2.53936, 8.98539, 7.33357, 2.05316, 3.31442, 1.65182, 0, 2.05318, 2.05322, 2.05321, 2.05353, 2.05324, 2.0536, 2.05344, 4.44403, 2.43709, 2.05316, 2.05316, 2.05316, 2.05316, 2.05316, 2.05316, 2.05317, 4.48747, 2.05316, 2.12321
2.54726, 7.39808, 8.37333, 2.0838, 3.06563, -0.975251, 0, 2.08382, 2.08385, 2.08385, 2.08416, 2.08387, 2.08429, 2.08407, 4.86351, 2.41502, 2.0838, 2.0838, 2.0838, 2.0838, 2.0838, 2.0838, 2.0838, 5.18864, 2.0838, 2.15623
2.55515, 9.98291, 9.6153, 2.11455, 3.46163, 0.367605, 0, 2.11457, 2.1146, 2.1146, 2.11492, 2.11463, 2.11512, 2.11483, 5.29729, 2.39668, 2.11455, 2.11455, 2.11455, 2.11455, 2.11455, 2.11455, 2.11455, 6.07384, 2.11455, 2.18975
2.56305, 7.98305, 11.0779, 2.14542, 3.1596, -3.09485, 0, 2.14543, 2.14547, 2.14547, 2.14578, 2.14549, 2.14608, 2.14569, 5.73412, 2.38255, 2.14542, 2.14542, 2.14542, 2.14542, 2.14542, 2.14542, 2.14542, 7.17197, 2.14542, 2.22401
2.57095, 8.38826, 12.7757, 2.17639, 3.22308, -4.38746, 0, 2.17641, 2.17644, 2.17644, 2.17675, 2.17647, 2.17718, 2.17666, 6.16114, 2.373, 2.17639, 2.17639, 2.17639, 2.17639, 2.17639, 2.17639, 2.17639, 8.50976, 2.17639, 2.25936
2.57884, 20.9932, 14.7181, 2.20747, 4.79512, 6.27515, 0, 2.20748, 2.20752, 2.20752, 2.20783, 2.20754, 2.20842, 2.20774, 6.56459, 2.36821, 2.20747, 2.20747, 2.20747, 2.20747, 2.20747, 2.20747, 2.20747, 10.1095, 2.20747, 2.29637
2.58674, 16.1694, 16.9063, 2.23864, 4.26256, -0.73687, 0, 2.23866, 2.23869, 2.23869, 2.23901, 2.23872, 2.2398, 2.23892, 6.9304, 2.36821, 2.23864, 2.23864, 2.23864, 2.23864, 2.23864, 2.23864, 2.23864, 11.9857, 2.23864, 2.33586
2.59464, 25.5633, 19.3322, 2.26991, 5.25008, 6.23117, 0, 2.26992, 2.26996, 2.26996, 2.27027, 2.26998, 2.27134, 2.27018, 7.24519, 2.37286, 2.26991, 2.26991, 2.26991, 2.26991, 2.26991, 2.26991, 2.26991, 14.1425, 2.26991, 2.37907
2.60253, 21.7543, 21.9762, 2.30126, 4.87384, -0.22183, 0, 2.30128, 2.30131, 2.30131, 2.30162, 2.30134, 2.30303, 2.30154, 7.49718, 2.3819, 2.30126, 2.30126, 2.30126, 2.30126, 2.30126, 2.30126, 2.30126, 16.5705, 2.30126, 2.42777
2.61043, 27.1737, 24.8061, 2.3327, 5.40127, 2.36769, 0, 2.33271, 2.33275, 2.33275, 2.33306, 2.33277, 2.33489, 2.33297, 7.67695, 2.39495, 2.3327, 2.3327, 2.3327, 2.3327, 2.3327, 2.3327, 2.3327, 19.2448, 2.3327, 2.48446
2.61833, 28.1346, 27.7764, 2.36421, 5.4895, 0.358166, 0, 2.36423, 2.36426, 2.36426, 2.36457, 2.36429, 2.36693, 2.36448, 7.77818, 2.41157, 2.36421, 2.36421, 2.36421, 2.36421, 2.36421, 2.36421, 2.36421, 22.1231, 2.36421, 2.55257
