   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
13.1843, 4.15774, 2.19531, 2.0155, 2.48148, 1.96244, 0, 2.19531, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155, 2.0155
13.1922, 4.5031, 2.20474, 2.00872, 2.55012, 2.29836, 0, 2.20474, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00872, 2.00873, 2.00872, 2.00872, 2.00872
13.2001, 2.83767, 2.21346, 2.00119, 2.19947, 0.624207, 0, 2.21346, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119, 2.00119
13.208, 1.15762, 2.22203, 1.99367, 1.77697, -1.06441, 0, 2.22203, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367, 1.99367
13.2159, 1.99752, 2.23456, 1.99049, 1.99938, -0.237041, 0, 2.23456, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.99049, 1.9905, 1.99049, 1.99049, 1.99049
13.2238, 1.99765, 2.24458, 1.98544, 1.99941, -0.246937, 0, 2.24458, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544, 1.98544
13.2317, 2.84721, 2.25195, 1.9786, 2.20164, 0.595257, 0, 2.25195, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786, 1.9786
13.2396, 2.29566, 2.25735, 1.97088, 2.0726, 0.0383122, 0, 2.25735, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088, 1.97088
13.2475, 2.14077, 2.26145, 1.96318, 2.03489, -0.12068, 0, 2.26145, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318, 1.96318
13.2554, 2.70669, 2.26876, 1.96021, 2.16949, 0.437927, 0, 2.26876, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021
13.2633, 0.997522, 2.27233, 1.95518, 1.73134, -1.27481, 0, 2.27233, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518, 1.95518
13.2712, 2.13618, 2.27217, 1.94827, 2.03376, -0.135989, 0, 2.27217, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827, 1.94827
13.2791, 5.13093, 2.26913, 1.94043, 2.67038, 2.8618, 0, 2.26912, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043, 1.94043
13.287, 6.85891, 2.26407, 1.9326, 2.97639, 4.59484, 0, 2.26406, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326, 1.9326
13.2949, 2.86444, 2.26193, 1.92976, 2.20555, 0.602507, 0, 2.26193, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976, 1.92976
13.3028, 2.99752, 2.25563, 1.92482, 2.23551, 0.741896, 0, 2.25562, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482, 1.92482
13.3107, 3.12367, 2.24537, 1.91793, 2.26355, 0.878303, 0, 2.24536, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793, 1.91793
13.3186, 3.99554, 2.23221, 1.91009, 2.44858, 1.76333, 0, 2.23221, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009, 1.91009
13.3265, 2.99504, 2.21726, 1.90226, 2.23496, 0.777781, 0, 2.21726, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226, 1.90226
13.3344, 3.87608, 2.20553, 1.89931, 2.42406, 1.67055, 0, 2.20553, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931, 1.89931
13.3423, 3.99776, 2.19027, 1.89431, 2.44903, 1.80749, 0, 2.19026, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89431, 1.89432, 1.89431, 1.89431, 1.89431
13.3502, 3.11154, 2.17182, 1.88742, 2.26087, 0.939717, 0, 2.17182, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742, 1.88742
13.3581, 3.8834, 2.15137, 1.87959, 2.42557, 1.73202, 0, 2.15137, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.87959, 1.8796, 1.87959, 1.87959, 1.87959
13.366, 3.99777, 2.13009, 1.87178, 2.44903, 1.86768, 0, 2.13008, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178, 1.87178
13.3739, 2.89058, 2.11301, 1.8688, 2.21147, 0.777576, 0, 2.113, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688, 1.8688
13.3817, 3.10446, 2.09352, 1.86382, 2.25931, 1.01094, 0, 2.09352, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86382, 1.86383, 1.86382, 1.86382, 1.86382
13.3896, 0.997757, 2.07199, 1.857, 1.7314, -1.07423, 0, 2.07199, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857, 1.857
13.3975, 0.99741, 2.04954, 1.84927, 1.7313, -1.05213, 0, 2.04954, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927, 1.84927
13.4054, 2.90037, 2.02728, 1.84155, 2.21368, 0.87309, 0, 2.02728, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155, 1.84155
13.4133, 2.28476, 2.00996, 1.83844, 2.06997, 0.274801, 0, 2.00996, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844, 1.83844
13.4212, 5.90012, 1.99116, 1.83339, 2.81072, 3.90896, 0, 1.99116, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339, 1.83339
13.4291, 4.9052, 1.97115, 1.82656, 2.62778, 2.93405, 0, 1.97115, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656, 1.82656
13.437, 2.99765, 1.95092, 1.81885, 2.23554, 1.04672, 0, 1.95092, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81885, 1.81886, 1.81885, 1.81885, 1.81885
13.4449, 2.99752, 1.93142, 1.81116, 2.23551, 1.0661, 0, 1.93142, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116, 1.81116
13.4528, 0.997635, 1.91721, 1.808, 1.73137, -0.919573, 0, 1.91721, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808, 1.808
13.4607, 2.91711, 1.9019, 1.80297, 2.21746, 1.01521, 0, 1.9019, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297, 1.80297
13.4686, 1.07794, 1.88565, 1.79621, 1.75441, -0.807711, 0, 1.88565, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79621, 1.79622, 1.79621, 1.79621, 1.79621
13.4765, 1.99765, 1.86932, 1.78861, 1.99941, 0.128325, 0, 1.86932, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78861, 1.78862, 1.78861, 1.78861, 1.78861
13.4844, 0.924411, 1.85374, 1.78103, 1.71009, -0.929331, 0, 1.85374, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103, 1.78103
13.4923, 3, 1.84311, 1.77768, 2.23607, 1.15689, 0, 1.84311, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77768, 1.77769, 1.77768, 1.77768, 1.77768
13.5002, 0.136786, 1.83137, 1.77257, 1.46177, -1.69459, 0, 1.83137, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257, 1.77257
13.5081, 3.99506, 1.81863, 1.76583, 2.44848, 2.17643, 0, 1.81862, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583, 1.76583
13.516, 3.86815, 1.80564, 1.75828, 2.42243, 2.06251, 0, 1.80564, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828, 1.75828
13.5239, 2.06121, 1.7932, 1.75075, 2.01525, 0.268016, 0, 1.7932, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075, 1.75075
13.5318, 4.11499, 1.78521, 1.7472, 2.47285, 2.32979, 0, 1.78521, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472, 1.7472
13.5397, 2.93631, 1.77604, 1.74204, 2.22178, 1.16026, 0, 1.77604, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204, 1.74204
13.5476, 3.94151, 1.76579, 1.73542, 2.43752, 2.17572, 0, 1.76579, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542, 1.73542
13.5555, 2.04907, 1.75517, 1.72807, 2.01223, 0.293899, 0, 1.75517, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807, 1.72807
13.5634, 1.8969, 1.74488, 1.72073, 1.97406, 0.152023, 0, 1.74488, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073, 1.72073
13.5713, 2.09343, 1.73833, 1.71686, 2.02322, 0.355105, 0, 1.73833, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686, 1.71686
13.5792, 3.90657, 1.73061, 1.71156, 2.43034, 2.17595, 0, 1.73061, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71156, 1.71157, 1.71156, 1.71156, 1.71156
13.5871, 2, 1.72185, 1.70499, 2, 0.278145, 0, 1.72185, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.70499, 1.705, 1.70499, 1.70499, 1.70499
13.595, 1, 1.71268, 1.6978, 1.73205, -0.712677, 0, 1.71268, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978, 1.6978
13.6029, 1.0741, 1.70371, 1.69061, 1.75331, -0.629605, 0, 1.7037, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061, 1.69061
13.6108, 3.9259, 1.69795, 1.68646, 2.43432, 2.22795, 0, 1.69794, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646, 1.68646
13.6187, 0.0644362, 1.69114, 1.6811, 1.43681, -1.6267, 0, 1.69113, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811, 1.6811
13.6266, 3.114, 1.6834, 1.67467, 2.26142, 1.4306, 0, 1.6834, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467, 1.67467
13.6344, 6.84882, 1.67528, 1.6677, 2.9747, 5.17355, 0, 1.67527, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.6677, 1.66771, 1.6677, 1.6677, 1.6677
13.6423, 2.0228, 1.66729, 1.66076, 2.00569, 0.355511, 0, 1.66729, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076, 1.66076
13.6502, 2.94994, 1.66177, 1.65616, 2.22485, 1.28816, 0, 1.66177, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616, 1.65616
13.6581, 2.06059, 1.65546, 1.65066, 2.01509, 0.405133, 0, 1.65546, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65066, 1.65067, 1.65066, 1.65066, 1.65066
13.666, 2.95725, 1.64841, 1.64433, 2.22649, 1.30884, 0, 1.64841, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433, 1.64433
13.6739, 1.99752, 1.64104, 1.63759, 1.99938, 0.356478, 0, 1.64104, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759, 1.63759
13.6818, 4.99752, 1.63377, 1.63086, 2.64528, 3.36376, 0, 1.63377, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086, 1.63086
13.6897, 2.98711, 1.6281, 1.62567, 2.23318, 1.35901, 0, 1.6281, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567, 1.62567
13.6976, 2, 1.62201, 1.61998, 2, 0.377991, 0, 1.62201, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998, 1.61998
13.7055, 2, 1.61549, 1.61381, 2, 0.384511, 0, 1.61549, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381, 1.61381
13.7134, 0, 1.60864, 1.60726, 1.41421, -1.60864, 0, 1.60864, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726, 1.60726
13.7213, 2.00087, 1.60158, 1.60044, 2.00022, 0.399291, 0, 1.60157, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60044, 1.60045, 1.60044, 1.60044, 1.60044
13.7292, 0.997522, 1.5944, 1.59348, 1.73134, -0.596876, 0, 1.5944, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348, 1.59348
13.7371, 3.99368, 1.58691, 1.58616, 2.4482, 2.40677, 0, 1.58691, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58616, 1.58617, 1.58616, 1.58616, 1.58616
13.745, 2.00149, 1.57916, 1.57856, 2.00037, 0.422328, 0, 1.57916, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856, 1.57856
13.7529, 1.99765, 1.57099, 1.57051, 1.99941, 0.426654, 0, 1.57099, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051, 1.57051
13.7608, 1.0088, 1.56249, 1.5621, 1.73459, -0.553687, 0, 1.56248, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621, 1.5621
13.7687, 1.98637, 1.55383, 1.55353, 1.99659, 0.432539, 0, 1.55383, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353, 1.55353
13.7766, 6.98191, 1.54521, 1.54497, 2.99698, 5.4367, 0, 1.54521, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54497, 1.54498, 1.54497, 1.54497, 1.54497
13.7845, 1.01338, 1.53795, 1.53776, 1.73591, -0.524563, 0, 1.53794, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776, 1.53776
13.7924, 0.0183395, 1.52999, 1.52984, 1.42068, -1.51165, 0, 1.52999, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984, 1.52984
13.8003, 1.95366, 1.52142, 1.52131, 1.98838, 0.432231, 0, 1.52142, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131, 1.52131
13.8082, 1.04634, 1.51258, 1.51249, 1.74538, -0.466232, 0, 1.51257, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249, 1.51249
13.8161, 0.971871, 1.50376, 1.50369, 1.72391, -0.531888, 0, 1.50376, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.50369, 1.5037, 1.50369, 1.50369, 1.50369
13.824, 1.02813, 1.49693, 1.49688, 1.74015, -0.468801, 0, 1.49693, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688, 1.49688
13.8319, 1.93409, 1.48911, 1.48907, 1.98345, 0.444979, 0, 1.4891, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907, 1.48907
13.8398, 0.065915, 1.48043, 1.4804, 1.43733, -1.41451, 0, 1.48043, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804, 1.4804
13.8477, 4.88699, 1.47134, 1.47132, 2.62431, 3.41565, 0, 1.47134, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132, 1.47132
13.8556, 3.03271, 1.46228, 1.46227, 2.24337, 1.57043, 0, 1.46228, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227, 1.46227
13.8635, 2.0803, 1.45599, 1.45598, 2.01997, 0.624305, 0, 1.45599, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598, 1.45598
13.8714, 4.86543, 1.44842, 1.44841, 2.6202, 3.41701, 0, 1.44842, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841, 1.44841
13.8792, 2.08724, 1.43976, 1.43975, 2.02169, 0.647479, 0, 1.43976, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975, 1.43975
13.8871, 3.89789, 1.43057, 1.43057, 2.42856, 2.46732, 0, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057, 1.43057
13.895, 4.04512, 1.42142, 1.42142, 2.45868, 2.6237, 0, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142, 1.42142
