   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_120.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000797043, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00709136, 0, 2.16579e-21, 0, 1.41421, -2.16579e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65674e-24, 0, 0, 1.17168e-26, 4.41001e-23, 0, 2.11502e-21, 0, 0
0.0149798, 0, 4.90332e-21, 0, 1.41421, -4.90332e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50654e-23, 0, 0, 2.69004e-26, 1.01559e-22, 0, 4.78667e-21, 0, 0
0.0228682, 0, 1.09403e-20, 0, 1.41421, -1.09403e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3602e-23, 0, 0, 6.08718e-26, 2.30413e-22, 0, 1.06762e-20, 0, 0
0.0307566, 0, 2.40738e-20, 0, 1.41421, -2.40738e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39139e-23, 0, 0, 1.35861e-25, 5.15417e-22, 0, 2.34844e-20, 0, 0
0.038645, 0, 5.22771e-20, 0, 1.41421, -5.22771e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60449e-22, 0, 0, 2.99279e-25, 1.13757e-21, 0, 5.09788e-20, 0, 0
0.0465334, 0, 1.12091e-19, 0, 1.41421, -1.12091e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43906e-22, 0, 0, 6.51045e-25, 2.47881e-21, 0, 1.09268e-19, 0, 0
0.0544218, 0, 2.37434e-19, 0, 1.41421, -2.37434e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28202e-22, 0, 0, 1.39933e-24, 5.33571e-21, 0, 2.31369e-19, 0, 0
0.0623102, 0, 4.97071e-19, 0, 1.41421, -4.97071e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52393e-21, 0, 0, 2.97304e-24, 1.13512e-20, 0, 4.84192e-19, 0, 0
0.0701986, 0, 1.02889e-18, 0, 1.41421, -1.02889e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1532e-21, 0, 0, 6.24643e-24, 2.38777e-20, 0, 1.00185e-18, 0, 0
0.078087, 0, 2.10645e-18, 0, 1.41421, -2.10645e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45306e-21, 0, 0, 1.2983e-23, 4.96838e-20, 0, 2.05031e-18, 0, 0
0.0859754, 0, 4.26686e-18, 0, 1.41421, -4.26686e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30662e-20, 0, 0, 2.67039e-23, 1.02299e-19, 0, 4.15147e-18, 0, 0
0.0938638, 0, 8.5539e-18, 0, 1.41421, -8.5539e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61834e-20, 0, 0, 5.43706e-23, 2.08502e-19, 0, 8.31916e-18, 0, 0
0.101752, 0, 1.6976e-17, 0, 1.41421, -1.6976e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19415e-20, 0, 0, 1.09613e-22, 4.20788e-19, 0, 1.65032e-17, 0, 0
0.109641, 0, 3.33602e-17, 0, 1.41421, -3.33602e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02028e-19, 0, 0, 2.18867e-22, 8.41112e-19, 0, 3.24169e-17, 0, 0
0.117529, 0, 6.4929e-17, 0, 1.41421, -6.4929e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98486e-19, 0, 0, 4.32929e-22, 1.66569e-18, 0, 6.30643e-17, 0, 0
0.125417, 0, 1.25185e-16, 0, 1.41421, -1.25185e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82509e-19, 0, 0, 8.48526e-22, 3.26882e-18, 0, 1.21533e-16, 0, 0
0.133306, 0, 2.39141e-16, 0, 1.41421, -2.39141e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30346e-19, 0, 0, 1.6482e-21, 6.35828e-18, 0, 2.3205e-16, 0, 0
0.141194, 0, 4.56389e-16, 0, 1.41421, -4.56389e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39299e-18, 0, 0, 3.20866e-21, 1.24038e-17, 0, 4.42589e-16, 0, 0
0.149083, 0, 8.55466e-16, 0, 1.41421, -8.55466e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60966e-18, 0, 0, 6.11766e-21, 2.36912e-17, 0, 8.29159e-16, 0, 0
