   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_99.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000317495, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0075701, 0, 1.00516e-21, 0, 1.41421, -1.00516e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37136e-24, 0, 0, 6.9411e-27, 9.93274e-24, 0, 9.89849e-22, 0, 0
0.0154577, 0, 2.33171e-21, 0, 1.41421, -2.33171e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24577e-23, 0, 0, 1.63492e-26, 2.34962e-23, 0, 2.29574e-21, 0, 0
0.0233453, 0, 5.32261e-21, 0, 1.41421, -5.32261e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84318e-23, 0, 0, 3.78927e-26, 5.46516e-23, 0, 5.23949e-21, 0, 0
0.0312329, 0, 1.19667e-20, 0, 1.41421, -1.19667e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39105e-23, 0, 0, 8.64993e-26, 1.25126e-22, 0, 1.17776e-20, 0, 0
0.0391205, 0, 2.65196e-20, 0, 1.41421, -2.65196e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41606e-22, 0, 0, 1.94636e-25, 2.82246e-22, 0, 2.60956e-20, 0, 0
0.0470081, 0, 5.7969e-20, 0, 1.41421, -5.7969e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09478e-22, 0, 0, 4.32009e-25, 6.27754e-22, 0, 5.70314e-20, 0, 0
0.0548957, 0, 1.25062e-19, 0, 1.41421, -1.25062e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67539e-22, 0, 0, 9.46452e-25, 1.37765e-21, 0, 1.23016e-19, 0, 0
0.0627833, 0, 2.66435e-19, 0, 1.41421, -2.66435e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42187e-21, 0, 0, 2.04779e-24, 2.98501e-21, 0, 2.62026e-19, 0, 0
0.0706709, 0, 5.60793e-19, 0, 1.41421, -5.60793e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99218e-21, 0, 0, 4.37795e-24, 6.38932e-21, 0, 5.51407e-19, 0, 0
