   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.1055, 0, 4.96957e-21, 0, 1.41421, -4.96957e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93246e-23, 0, 0, 8.79777e-26, 1.09242e-24, 0, 4.93907e-21, 0, 0, 0
0.11342, 0, 1.24526e-20, 0, 1.41421, -1.24526e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34804e-23, 0, 0, 2.22999e-25, 2.79802e-24, 0, 1.23761e-20, 0, 0, 0
0.121341, 0, 3.06602e-20, 0, 1.41421, -3.06602e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80919e-22, 0, 0, 5.55739e-25, 7.03905e-24, 0, 3.04717e-20, 0, 0, 0
0.129261, 0, 7.41935e-20, 0, 1.41421, -7.41935e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37796e-22, 0, 0, 1.36149e-24, 1.73914e-23, 0, 7.37369e-20, 0, 0, 0
0.137182, 0, 1.82841e-19, 0, 1.41421, -1.82841e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07889e-21, 0, 0, 3.41466e-24, 4.40411e-23, 0, 1.81715e-19, 0, 0, 0
0.145102, 0, 4.26599e-19, 0, 1.41421, -4.26599e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51722e-21, 0, 0, 8.06769e-24, 1.04736e-22, 0, 4.23969e-19, 0, 0, 0
0.153023, 0, 9.80771e-19, 0, 1.41421, -9.80771e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78717e-21, 0, 0, 1.87877e-23, 2.45361e-22, 0, 9.74719e-19, 0, 0, 0
0.160943, 0, 2.22292e-18, 0, 1.41421, -2.22292e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31166e-20, 0, 0, 4.31456e-23, 5.66533e-22, 0, 2.2092e-18, 0, 0, 0
0.168863, 0, 4.96903e-18, 0, 1.41421, -4.96903e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93202e-20, 0, 0, 9.77512e-23, 1.28994e-21, 0, 4.93832e-18, 0, 0, 0
0.176784, 0, 1.09592e-17, 0, 1.41421, -1.09592e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46651e-20, 0, 0, 2.18576e-22, 2.89754e-21, 0, 1.08914e-17, 0, 0, 0
0.184704, 0, 2.38556e-17, 0, 1.41421, -2.38556e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4076e-19, 0, 0, 4.8254e-22, 6.42364e-21, 0, 2.37079e-17, 0, 0, 0
0.192625, 0, 5.12678e-17, 0, 1.41421, -5.12678e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02504e-19, 0, 0, 1.05209e-21, 1.406e-20, 0, 5.09502e-17, 0, 0, 0
0.200545, 0, 1.08808e-16, 0, 1.41421, -1.08808e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42017e-19, 0, 0, 2.26616e-21, 3.03941e-20, 0, 1.08134e-16, 0, 0, 0
0.208466, 0, 2.28116e-16, 0, 1.41421, -2.28116e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34597e-18, 0, 0, 4.82356e-21, 6.49126e-20, 0, 2.267e-16, 0, 0, 0
0.216386, 0, 4.72527e-16, 0, 1.41421, -4.72527e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78808e-18, 0, 0, 1.01483e-20, 1.37003e-19, 0, 4.69592e-16, 0, 0, 0
0.224306, 0, 9.67321e-16, 0, 1.41421, -9.67321e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.70749e-18, 0, 0, 2.1109e-20, 2.85833e-19, 0, 9.61307e-16, 0, 0, 0
0.232227, 0, 1.95737e-15, 0, 1.41421, -1.95737e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1549e-17, 0, 0, 4.34197e-20, 5.89643e-19, 0, 1.94519e-15, 0, 0, 0
0.240147, 0, 3.91576e-15, 0, 1.41421, -3.91576e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31037e-17, 0, 0, 8.83371e-20, 1.203e-18, 0, 3.89137e-15, 0, 0, 0
0.248068, 0, 7.74593e-15, 0, 1.41421, -7.74593e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57019e-17, 0, 0, 1.77796e-19, 2.42796e-18, 0, 7.69762e-15, 0, 0, 0
0.255988, 0, 1.51535e-14, 0, 1.41421, -1.51535e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.94066e-17, 0, 0, 3.54094e-19, 4.84862e-18, 0, 1.50589e-14, 0, 0, 0
0.263909, 0, 2.93224e-14, 0, 1.41421, -2.93224e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73002e-16, 0, 0, 6.97941e-19, 9.58258e-18, 0, 2.91391e-14, 0, 0, 0
0.271829, 0, 5.61292e-14, 0, 1.41421, -5.61292e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31157e-16, 0, 0, 1.36176e-18, 1.87466e-17, 0, 5.57779e-14, 0, 0, 0
0.279749, 0, 1.063e-13, 0, 1.41421, -1.063e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27157e-16, 0, 0, 2.63056e-18, 3.63098e-17, 0, 1.05634e-13, 0, 0, 0
0.28767, 0, 1.992e-13, 0, 1.41421, -1.992e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17524e-15, 0, 0, 5.0321e-18, 6.96419e-17, 0, 1.9795e-13, 0, 0, 0
0.29559, 0, 3.69398e-13, 0, 1.41421, -3.69398e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17937e-15, 0, 0, 9.53437e-18, 1.32295e-16, 0, 3.67077e-13, 0, 0, 0
0.303511, 0, 6.77945e-13, 0, 1.41421, -6.77945e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99974e-15, 0, 0, 1.78967e-17, 2.48963e-16, 0, 6.73678e-13, 0, 0, 0
0.311431, 0, 1.23148e-12, 0, 1.41421, -1.23148e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26559e-15, 0, 0, 3.32893e-17, 4.64235e-16, 0, 1.22372e-12, 0, 0, 0
0.319351, 0, 2.21428e-12, 0, 1.41421, -2.21428e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30642e-14, 0, 0, 6.13761e-17, 8.57895e-16, 0, 2.20029e-12, 0, 0, 0
0.327272, 0, 3.9413e-12, 0, 1.41421, -3.9413e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32546e-14, 0, 0, 1.122e-16, 1.57154e-15, 0, 3.91636e-12, 0, 0, 0
0.335192, 0, 6.94515e-12, 0, 1.41421, -6.94515e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09807e-14, 0, 0, 2.03439e-16, 2.8544e-15, 0, 6.90111e-12, 0, 0, 0
0.343113, 0, 1.21168e-11, 1.96182e-44, 1.41421, -1.21168e-11, 0, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 7.15039e-14, 1.96182e-44, 1.96182e-44, 3.66019e-16, 5.14188e-15, 1.96182e-44, 1.20398e-11, 1.96182e-44, 1.96182e-44, 1.96182e-44
0.351033, 0, 2.09311e-11, 3.58732e-43, 1.41421, -2.09311e-11, 0, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 3.58732e-43, 1.23536e-13, 3.58732e-43, 3.58732e-43, 6.53719e-16, 9.1893e-15, 3.58732e-43, 2.07977e-11, 3.58732e-43, 3.58732e-43, 3.58732e-43
0.358954, 0, 3.58029e-11, 5.615e-42, 1.41421, -3.58029e-11, 0, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 5.615e-42, 2.1135e-13, 5.615e-42, 5.615e-42, 1.15961e-15, 1.62984e-14, 5.615e-42, 3.55741e-11, 5.615e-42, 5.615e-42, 5.615e-42
0.366874, 0, 6.0645e-11, 7.74077e-41, 1.41421, -6.0645e-11, 0, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 7.74077e-41, 3.58088e-13, 7.74077e-41, 7.74077e-41, 2.04413e-15, 2.86999e-14, 7.74077e-41, 6.02562e-11, 7.74077e-41, 7.74077e-41, 7.74077e-41
0.374794, 0, 1.0173e-10, 9.52657e-40, 1.41421, -1.0173e-10, 0, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 9.52657e-40, 6.00888e-13, 9.52657e-40, 9.52657e-40, 3.58301e-15, 5.01978e-14, 9.52657e-40, 1.01076e-10, 9.52657e-40, 9.52657e-40, 9.52657e-40
0.382715, 0, 1.69009e-10, 1.05519e-38, 1.41421, -1.69009e-10, 0, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 1.05519e-38, 9.9873e-13, 1.05519e-38, 1.05519e-38, 6.24906e-15, 8.72526e-14, 1.05519e-38, 1.67917e-10, 1.05519e-38, 1.05519e-38, 1.05519e-38
0.390635, 0, 2.78136e-10, 3.62271e-37, 1.41421, -2.78136e-10, 0, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 3.62271e-37, 1.64459e-12, 3.62271e-37, 3.62271e-37, 1.08717e-14, 1.51037e-13, 3.62271e-37, 2.76329e-10, 3.62271e-37, 3.62271e-37, 3.62271e-37
0.398556, 0, 4.53314e-10, 3.03074e-36, 1.41421, -4.53314e-10, 0, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 3.03074e-36, 2.68239e-12, 3.03074e-36, 3.03074e-36, 1.88113e-14, 2.59737e-13, 3.03074e-36, 4.50353e-10, 3.03074e-36, 3.03074e-36, 3.03074e-36
0.406476, 0, 7.31867e-10, 2.33082e-35, 1.41421, -7.31867e-10, 0, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 2.33082e-35, 4.33472e-12, 2.33082e-35, 2.33082e-35, 3.2454e-14, 4.44715e-13, 2.33082e-35, 7.27055e-10, 2.33082e-35, 2.33082e-35, 2.33082e-35
0.414397, 0, 1.17054e-09, 1.65548e-34, 1.41421, -1.17054e-09, 0, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 1.65548e-34, 6.941e-12, 1.65548e-34, 1.65548e-34, 5.5864e-14, 7.58639e-13, 1.65548e-34, 1.16278e-09, 1.65548e-34, 1.65548e-34, 1.65548e-34
0.422317, 0, 1.85475e-09, 1.16593e-33, 1.41421, -1.85475e-09, 0, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.16593e-33, 1.10143e-11, 1.16593e-33, 1.16593e-33, 9.59971e-14, 1.29036e-12, 1.16593e-33, 1.84235e-09, 1.16593e-33, 1.16593e-33, 1.16593e-33
0.430237, 0, 2.91185e-09, 7.82037e-33, 1.41421, -2.91185e-09, 0, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 7.82037e-33, 1.73227e-11, 7.82037e-33, 7.82037e-33, 1.64758e-13, 2.1899e-12, 7.82037e-33, 2.89217e-09, 7.82037e-33, 7.82037e-33, 7.82037e-33
0.438158, 0, 4.52967e-09, 4.91622e-32, 1.41421, -4.52967e-09, 0, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 4.91622e-32, 2.70062e-11, 4.91622e-32, 4.91622e-32, 2.82508e-13, 3.71081e-12, 4.91622e-32, 4.49867e-09, 4.91622e-32, 4.91622e-32, 4.91622e-32
0.446078, 0, 6.98252e-09, 2.88977e-31, 1.41421, -6.98252e-09, 0, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 2.88977e-31, 4.1741e-11, 2.88977e-31, 2.88977e-31, 4.84027e-13, 6.28198e-12, 2.88977e-31, 6.93401e-09, 2.88977e-31, 2.88977e-31, 2.88977e-31
0.453999, 0, 1.0667e-08, 1.59078e-30, 1.41421, -1.0667e-08, 0, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 1.59078e-30, 6.39708e-11, 1.59078e-30, 1.59078e-30, 8.28599e-13, 1.06294e-11, 1.59078e-30, 1.05916e-08, 1.59078e-30, 1.59078e-30, 1.59078e-30
0.461919, 0, 1.61511e-08, 8.22371e-30, 1.41421, -1.61511e-08, 0, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 8.22371e-30, 9.72288e-11, 8.22371e-30, 8.22371e-30, 1.41696e-12, 1.79815e-11, 8.22371e-30, 1.60345e-08, 8.22371e-30, 8.22371e-30, 8.22371e-30
0.469839, 0, 2.42396e-08, 4.00536e-29, 1.41421, -2.42396e-08, 0, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 4.00536e-29, 1.46582e-10, 4.00536e-29, 4.00536e-29, 2.41957e-12, 3.04149e-11, 4.00536e-29, 2.40602e-08, 4.00536e-29, 4.00536e-29, 4.00536e-29
0.47776, 0, 3.60627e-08, 1.84372e-28, 1.41421, -3.60627e-08, 0, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 1.84372e-28, 2.1924e-10, 1.84372e-28, 1.84372e-28, 4.12345e-12, 5.14317e-11, 1.84372e-28, 3.57879e-08, 1.84372e-28, 1.84372e-28, 1.84372e-28
0.48568, 0, 5.3192e-08, 8.04519e-28, 1.41421, -5.3192e-08, 0, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 8.04519e-28, 3.25384e-10, 8.04519e-28, 8.04519e-28, 7.00899e-12, 8.69163e-11, 8.04519e-28, 5.27727e-08, 8.04519e-28, 8.04519e-28, 8.04519e-28
0.493601, 0, 7.77924e-08, 3.33742e-27, 1.41421, -7.77924e-08, 0, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 3.33742e-27, 4.7929e-10, 3.33742e-27, 3.33742e-27, 1.18749e-11, 1.46709e-10, 3.33742e-27, 7.71545e-08, 3.33742e-27, 3.33742e-27, 3.33742e-27
0.501521, 0, 1.12818e-07, 1.3198e-26, 1.41421, -1.12818e-07, 0, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.3198e-26, 1.72093e-13, 1.3198e-26, 1.3198e-26, 1.3198e-26, 7.00826e-10, 1.3198e-26, 1.3198e-26, 2.00388e-11, 2.47161e-10, 1.3198e-26, 1.1185e-07, 1.3198e-26, 1.3198e-26, 1.3198e-26
0.509442, 0, 1.62266e-07, 4.98838e-26, 1.41421, -1.62266e-07, 0, 4.98838e-26, 4.98838e-26, 4.98838e-26, 4.98838e-26, 4.98838e-26, 4.98838e-26, 4.98838e-26, 4.98838e-26, 6.3046e-13, 4.98838e-26, 4.98838e-26, 4.98838e-26, 1.01746e-09, 4.98838e-26, 4.98838e-26, 3.36582e-11, 4.15243e-10, 4.98838e-26, 1.60799e-07, 4.98838e-26, 4.98838e-26, 4.98838e-26
0.517362, 0, 2.3149e-07, 1.81231e-25, 1.41421, -2.3149e-07, 0, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.805e-12, 1.81231e-25, 1.81231e-25, 1.81231e-25, 1.46691e-09, 1.81231e-25, 1.81231e-25, 5.62334e-11, 6.9505e-10, 1.81231e-25, 2.2927e-07, 1.81231e-25, 1.81231e-25, 1.81231e-25
0.525282, 0, 3.29975e-07, 4.48935e-10, 1.41421, -3.29975e-07, 4.48935e-10, 4.4895e-10, 4.49003e-10, 4.49045e-10, 4.50031e-10, 4.49067e-10, 4.49619e-10, 4.49866e-10, 4.4895e-10, 4.61896e-10, 4.64538e-10, 4.54536e-10, 2.2796e-09, 2.54956e-09, 4.5102e-10, 4.49022e-10, 5.4233e-10, 1.60692e-09, 4.48937e-10, 3.24736e-07, 4.48935e-10, 4.48935e-10, 4.65323e-10
0.533203, 0, 4.68595e-07, 1.62492e-09, 1.41421, -4.68595e-07, 1.62492e-09, 1.62497e-09, 1.62516e-09, 1.62532e-09, 1.6289e-09, 1.6254e-09, 1.6274e-09, 1.6283e-09, 1.62497e-09, 1.66665e-09, 1.68172e-09, 1.64531e-09, 8.28917e-09, 4.61318e-09, 1.63251e-09, 1.62523e-09, 1.77905e-09, 3.54338e-09, 1.62492e-09, 4.56672e-07, 1.62492e-09, 1.62492e-09, 1.68457e-09
0.541123, 0, 6.65444e-07, 4.60582e-09, 1.41421, -6.65444e-07, 4.60582e-09, 4.60598e-09, 4.60652e-09, 4.60696e-09, 4.61718e-09, 4.60719e-09, 4.61291e-09, 4.61546e-09, 4.60598e-09, 4.71931e-09, 4.7675e-09, 4.66386e-09, 2.3575e-08, 8.82934e-09, 4.62743e-09, 4.60672e-09, 4.85845e-09, 7.76346e-09, 4.60584e-09, 6.38284e-07, 4.60582e-09, 4.60582e-09, 4.77563e-09
0.549044, 0, 9.50049e-07, 1.19431e-08, 1.41421, -9.50049e-07, 1.19431e-08, 1.19435e-08, 1.19449e-08, 1.19461e-08, 1.19726e-08, 1.19466e-08, 1.19615e-08, 1.19681e-08, 1.19435e-08, 1.22302e-08, 1.23633e-08, 1.20939e-08, 6.12513e-08, 1.78746e-08, 1.19992e-08, 1.19454e-08, 1.23541e-08, 1.71019e-08, 1.19431e-08, 8.87799e-07, 1.19431e-08, 1.19431e-08, 1.23845e-08
0.556964, 0, 1.37421e-06, 2.94764e-08, 1.41421, -1.37421e-06, 2.94764e-08, 2.94774e-08, 2.94809e-08, 2.94837e-08, 2.95494e-08, 2.94852e-08, 2.95219e-08, 2.95383e-08, 2.94774e-08, 3.01717e-08, 3.05152e-08, 2.98493e-08, 1.51361e-07, 3.77547e-08, 2.96152e-08, 2.94822e-08, 3.01401e-08, 3.78371e-08, 2.94765e-08, 1.23147e-06, 2.94764e-08, 2.94764e-08, 3.05675e-08
0.564885, 0, 2.03376e-06, 7.01662e-08, 1.41421, -2.03376e-06, 7.01662e-08, 7.01686e-08, 7.01769e-08, 7.01837e-08, 7.03401e-08, 7.01872e-08, 7.02747e-08, 7.03139e-08, 7.01686e-08, 7.18122e-08, 7.26419e-08, 7.10549e-08, 3.60624e-07, 8.16487e-08, 7.0497e-08, 7.018e-08, 7.12297e-08, 8.36125e-08, 7.01665e-08, 1.70887e-06, 7.01662e-08, 7.01662e-08, 7.27663e-08
0.572805, 0, 3.1122e-06, 1.61894e-07, 1.41421, -3.1122e-06, 1.61894e-07, 1.61899e-07, 1.61918e-07, 1.61934e-07, 1.62295e-07, 1.61942e-07, 1.62144e-07, 1.62235e-07, 1.61899e-07, 1.65834e-07, 1.67611e-07, 1.63946e-07, 8.32673e-07, 1.77723e-07, 1.62658e-07, 1.61925e-07, 1.63584e-07, 1.8331e-07, 1.61894e-07, 2.38286e-06, 1.61894e-07, 1.61894e-07, 1.67898e-07
0.580725, 0, 4.96681e-06, 3.62795e-07, 1.41421, -4.96681e-06, 3.62795e-07, 3.62807e-07, 3.6285e-07, 3.62886e-07, 3.63696e-07, 3.62904e-07, 3.63357e-07, 3.6356e-07, 3.62807e-07, 3.73423e-07, 3.75618e-07, 3.67398e-07, 1.86724e-06, 3.84487e-07, 3.64509e-07, 3.62866e-07, 3.65459e-07, 3.96579e-07, 3.62797e-07, 3.35841e-06, 3.62795e-07, 3.62795e-07, 3.76262e-07
0.588646, 0, 8.28663e-06, 7.90368e-07, 1.41421, -8.28663e-06, 7.90368e-07, 7.90395e-07, 7.90488e-07, 7.90565e-07, 7.92331e-07, 7.90604e-07, 7.91593e-07, 7.92035e-07, 7.90394e-07, 8.16131e-07, 8.18326e-07, 8.00404e-07, 4.07058e-06, 8.19914e-07, 7.94104e-07, 7.90523e-07, 7.94534e-07, 8.43146e-07, 7.90371e-07, 4.81745e-06, 7.90368e-07, 7.90368e-07, 8.19731e-07
