   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_112.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00130652, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00658762, 0, 2.66387e-20, 0, 1.41421, -2.66387e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18052e-22, 0, 0, 3.84455e-25, 3.89568e-22, 0, 2.61307e-20, 0, 0
0.0144818, 0, 5.5706e-20, 0, 1.41421, -5.5706e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46804e-22, 0, 0, 8.16265e-25, 8.28703e-22, 0, 5.46297e-20, 0, 0
0.0223759, 0, 1.15175e-19, 0, 1.41421, -1.15175e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10147e-22, 0, 0, 1.71358e-24, 1.74259e-21, 0, 1.12921e-19, 0, 0
0.03027, 0, 2.35544e-19, 0, 1.41421, -2.35544e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04303e-21, 0, 0, 3.55849e-24, 3.62402e-21, 0, 2.30874e-19, 0, 0
0.0381642, 0, 4.76664e-19, 0, 1.41421, -4.76664e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11019e-21, 0, 0, 7.31285e-24, 7.45728e-21, 0, 4.67089e-19, 0, 0
0.0460583, 0, 9.54839e-19, 0, 1.41421, -9.54839e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22595e-21, 0, 0, 1.48774e-23, 1.51895e-20, 0, 9.35409e-19, 0, 0
0.0539524, 0, 1.89394e-18, 0, 1.41421, -1.89394e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37995e-21, 0, 0, 2.99731e-23, 3.06364e-20, 0, 1.85489e-18, 0, 0
0.0618466, 0, 3.72084e-18, 0, 1.41421, -3.72084e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64587e-20, 0, 0, 5.98173e-23, 6.12083e-20, 0, 3.64311e-18, 0, 0
0.0697407, 0, 7.24219e-18, 0, 1.41421, -7.24219e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20258e-20, 0, 0, 1.18287e-22, 1.2117e-19, 0, 7.08888e-18, 0, 0
0.0776349, 0, 1.39687e-17, 0, 1.41421, -1.39687e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17531e-20, 0, 0, 2.31828e-22, 2.37745e-19, 0, 1.3669e-17, 0, 0
0.085529, 0, 2.6705e-17, 0, 1.41421, -2.6705e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18022e-19, 0, 0, 4.50417e-22, 4.62459e-19, 0, 2.6124e-17, 0, 0
