   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_119.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.2503, 0.525898, 0.76545, 0.765378, 1.58931, -0.239552, 0.765378, 0, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765378, 0.765379, 0.765378, 0.765378, 0.765449, 0.765378
15.2582, 2.99752, 0.767343, 0.767287, 2.23551, 2.23018, 0.767287, 0, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767287, 0.767289, 0.767287, 0.767287, 0.767341, 0.767287
15.2661, 1.99777, 0.766711, 0.76667, 1.99944, 1.23106, 0.76667, 0, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.76667, 0.766671, 0.76667, 0.76667, 0.76671, 0.76667
15.274, 0.997522, 0.763884, 0.763853, 1.73134, 0.233637, 0.763853, 0, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763853, 0.763854, 0.763853, 0.763853, 0.763883, 0.763853
15.2819, 0.997522, 0.759968, 0.759945, 1.73134, 0.237553, 0.759945, 0, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759945, 0.759947, 0.759945, 0.759945, 0.759967, 0.759945
15.2898, 2.99777, 0.756065, 0.756048, 2.23557, 2.2417, 0.756048, 0, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756048, 0.756049, 0.756048, 0.756048, 0.756064, 0.756048
15.2977, 3.99746, 0.757345, 0.757332, 2.44897, 3.24011, 0.757332, 0, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757332, 0.757333, 0.757332, 0.757332, 0.757343, 0.757332
15.3055, 1.50638, 0.756311, 0.756302, 1.87253, 0.750072, 0.756302, 0, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756303, 0.756302, 0.756302, 0.75631, 0.756302
15.3134, 1.98216, 0.753272, 0.753265, 1.99553, 1.22888, 0.753265, 0, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753265, 0.753266, 0.753265, 0.753265, 0.753271, 0.753265
15.3213, 1, 0.74924, 0.749234, 1.73205, 0.25076, 0.749234, 0, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749234, 0.749235, 0.749234, 0.749234, 0.749238, 0.749234
15.3292, 0, 0.745218, 0.745214, 1.41421, -0.745218, 0.745214, 0, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745214, 0.745215, 0.745214, 0.745214, 0.745217, 0.745214
15.3371, 1.99901, 0.746256, 0.746252, 1.99975, 1.25275, 0.746252, 0, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746252, 0.746253, 0.746252, 0.746252, 0.746254, 0.746252
15.345, 3.00099, 0.745156, 0.745153, 2.23629, 2.25584, 0.745153, 0, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745153, 0.745154, 0.745153, 0.745153, 0.745155, 0.745153
15.3529, 0.494548, 0.742201, 0.742198, 1.57941, -0.247653, 0.742198, 0, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742198, 0.742199, 0.742198, 0.742198, 0.7422, 0.742198
15.3607, 1.99765, 0.738326, 0.738323, 1.99941, 1.25932, 0.738323, 0, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738323, 0.738324, 0.738323, 0.738323, 0.738325, 0.738323
15.3686, 0.507807, 0.734461, 0.734458, 1.58361, -0.226655, 0.734458, 0, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.734458, 0.73446, 0.734458, 0.734458, 0.73446, 0.734458
15.3765, 0, 0.734883, 0.734879, 1.41421, -0.734883, 0.734879, 0, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.734879, 0.73488, 0.734879, 0.734879, 0.734881, 0.734879
15.3844, 0.485006, 0.733353, 0.733349, 1.57639, -0.248347, 0.733349, 0, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.733349, 0.73335, 0.733349, 0.733349, 0.733352, 0.733349
15.3923, 3.96258, 0.730139, 0.730133, 2.44184, 3.23244, 0.730133, 0, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730133, 0.730135, 0.730133, 0.730133, 0.730137, 0.730133
15.4002, 3.03259, 0.72609, 0.726084, 2.24334, 2.3065, 0.726084, 0, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726084, 0.726085, 0.726084, 0.726084, 0.726089, 0.726084
15.4081, 1.99759, 0.722054, 0.722045, 1.9994, 1.27553, 0.722045, 0, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722045, 0.722046, 0.722045, 0.722045, 0.722053, 0.722045
15.4159, 3.52224, 0.722285, 0.722273, 2.34994, 2.79996, 0.722273, 0, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722273, 0.722275, 0.722273, 0.722273, 0.722284, 0.722273
15.4238, 1, 0.720712, 0.720697, 1.73205, 0.279288, 0.720697, 0, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720697, 0.720698, 0.720697, 0.720697, 0.720711, 0.720697
15.4317, 1.47051, 0.717576, 0.717556, 1.86293, 0.752932, 0.717556, 0, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717556, 0.717557, 0.717556, 0.717556, 0.717575, 0.717556
15.4396, 2.52949, 0.713668, 0.713641, 2.12826, 1.81582, 0.713641, 0, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713641, 0.713642, 0.713641, 0.713641, 0.713666, 0.713641
15.4475, 1.93135, 0.709772, 0.709737, 1.98276, 1.22158, 0.709737, 0, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709737, 0.709739, 0.709737, 0.709737, 0.709771, 0.709737
15.4554, 3.06865, 0.70942, 0.709375, 2.25137, 2.35923, 0.709375, 0, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709375, 0.709376, 0.709375, 0.709375, 0.709419, 0.709375
15.4633, 1, 0.707422, 0.707364, 1.73205, 0.292578, 0.707364, 0, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707364, 0.707365, 0.707364, 0.707364, 0.707421, 0.707364
15.4711, 2.37546, 0.704008, 0.703933, 2.09176, 1.67146, 0.703933, 0, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703933, 0.703934, 0.703933, 0.703933, 0.704006, 0.703933
15.479, 1.62454, 0.699898, 0.699801, 1.90382, 0.924638, 0.699801, 0, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699801, 0.699803, 0.699801, 0.699802, 0.699896, 0.699801
15.4869, 1, 0.695805, 0.695682, 1.73205, 0.304195, 0.695682, 0, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695682, 0.695683, 0.695682, 0.695682, 0.695803, 0.695682
15.4948, 1.4513, 0.695341, 0.695186, 1.85777, 0.75596, 0.695186, 0, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695186, 0.695188, 0.695186, 0.695187, 0.695339, 0.695186
15.5027, 0.997522, 0.693345, 0.693152, 1.73134, 0.304176, 0.693152, 0, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693152, 0.693153, 0.693152, 0.693152, 0.693344, 0.693152
15.5106, 2.99752, 0.690031, 0.68979, 2.23551, 2.30749, 0.68979, 0, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.68979, 0.689791, 0.68979, 0.68979, 0.690029, 0.68979
15.5185, 1.44177, 0.686071, 0.685773, 1.8552, 0.755702, 0.685773, 0, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685773, 0.685774, 0.685773, 0.685774, 0.686069, 0.685773
15.5263, 1.11188, 0.682134, 0.681768, 1.76405, 0.429748, 0.681768, 0, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681768, 0.681769, 0.681768, 0.681769, 0.682132, 0.681768
15.5342, 1, 0.681168, 0.680721, 1.73205, 0.318832, 0.680721, 0, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680721, 0.680723, 0.680721, 0.680723, 0.681166, 0.680721
15.5421, 0.436803, 0.678804, 0.678263, 1.56103, -0.242001, 0.678263, 0, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678263, 0.678264, 0.678263, 0.678265, 0.678801, 0.678263
15.55, 0.563197, 0.675245, 0.674595, 1.601, -0.112048, 0.674595, 0, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674595, 0.674596, 0.674595, 0.674597, 0.675241, 0.674595
15.5579, 0, 0.671107, 0.670332, 1.41421, -0.671107, 0.670332, 0, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670332, 0.670333, 0.670332, 0.670335, 0.671103, 0.670332
15.5658, 0.429563, 0.667, 0.666082, 1.55871, -0.237437, 0.666082, 0, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666082, 0.666083, 0.666082, 0.666086, 0.666995, 0.666082
15.5737, 0.997451, 0.666018, 0.664939, 1.73131, 0.331433, 0.664939, 0, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664939, 0.664941, 0.664939, 0.664944, 0.666012, 0.664939
15.5815, 1.99752, 0.663741, 0.662482, 1.99938, 1.33378, 0.662482, 0, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662482, 0.662483, 0.662482, 0.662487, 0.663734, 0.662482
15.5894, 2.42007, 0.660342, 0.658883, 2.1024, 1.75973, 0.658883, 0, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658883, 0.658885, 0.658883, 0.658891, 0.660334, 0.658883
15.5973, 1.57522, 0.656403, 0.654725, 1.89082, 0.918814, 0.654725, 0, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654725, 0.654726, 0.654725, 0.654733, 0.656392, 0.654725
15.6052, 1.99765, 0.652495, 0.650579, 1.99941, 1.34515, 0.650579, 0, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.650579, 0.65058, 0.650579, 0.65059, 0.652483, 0.650579
15.6131, 1.58253, 0.65108, 0.648908, 1.89276, 0.931447, 0.648908, 0, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648908, 0.648909, 0.648908, 0.648921, 0.651065, 0.648908
15.621, 0, 0.648487, 0.646042, 1.41421, -0.648487, 0.646042, 0, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646042, 0.646043, 0.646042, 0.646058, 0.648469, 0.646042
15.6289, 0.410234, 0.644875, 0.642142, 1.55249, -0.234641, 0.642142, 0, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642142, 0.642143, 0.642142, 0.642163, 0.644853, 0.642142
15.6367, 0.997573, 0.640768, 0.637737, 1.73135, 0.356804, 0.637737, 0, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637737, 0.637738, 0.637737, 0.637762, 0.640742, 0.637737
15.6446, 0.592193, 0.636686, 0.633346, 1.61003, -0.0444924, 0.633346, 0, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633346, 0.633348, 0.633346, 0.633377, 0.636654, 0.633346
15.6525, 1.80595, 0.635272, 0.63162, 1.95088, 1.17068, 0.63162, 0, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.63162, 0.631621, 0.63162, 0.631657, 0.635234, 0.63162
15.6604, 1.59467, 0.63274, 0.628775, 1.89596, 0.961932, 0.628775, 0, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628775, 0.628776, 0.628775, 0.628818, 0.632695, 0.628775
15.6683, 1.99747, 0.629222, 0.624947, 1.99937, 1.36825, 0.624947, 0, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624947, 0.624948, 0.624947, 0.624999, 0.629169, 0.624947
15.6762, 0.601908, 0.625215, 0.620639, 1.61304, -0.0233067, 0.620639, 0, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.620639, 0.62064, 0.620639, 0.6207, 0.625152, 0.620639
15.6841, 1, 0.621209, 0.616345, 1.73205, 0.378791, 0.616345, 0, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616345, 0.616346, 0.616345, 0.616418, 0.621136, 0.616345
15.6919, 1.39083, 0.619288, 0.614154, 1.84142, 0.771543, 0.614154, 0, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614154, 0.614155, 0.614154, 0.614239, 0.619202, 0.614154
15.6998, 1.38612, 0.616316, 0.610936, 1.84014, 0.769806, 0.610936, 0, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610936, 0.610937, 0.610936, 0.611034, 0.616216, 0.610936
15.7077, 3.22305, 0.612416, 0.606817, 2.2854, 2.61063, 0.606817, 0, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606817, 0.606818, 0.606817, 0.606931, 0.612301, 0.606817
15.7156, 0.383643, 0.608047, 0.602259, 1.54391, -0.224404, 0.602259, 0, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.602259, 0.60226, 0.602259, 0.602391, 0.607913, 0.602259
15.7235, 0.616357, 0.60366, 0.597718, 1.61752, 0.0126972, 0.597718, 0, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597718, 0.597719, 0.597718, 0.59787, 0.603507, 0.597718
15.7314, 2, 0.601583, 0.595525, 2, 1.39842, 0.595525, 0, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595525, 0.595526, 0.595525, 0.595698, 0.601408, 0.595525
15.7393, 0, 0.598487, 0.592352, 1.41421, -0.598487, 0.592352, 0, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592352, 0.592353, 0.592352, 0.592549, 0.598289, 0.592352
15.7471, 1, 0.594477, 0.588305, 1.73205, 0.405523, 0.588305, 0, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588305, 0.588306, 0.588305, 0.588528, 0.594253, 0.588305
15.755, 2.11487, 0.59, 0.583832, 2.02851, 1.52487, 0.583832, 0, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583832, 0.583834, 0.583832, 0.584083, 0.589748, 0.583832
15.7629, 1.88513, 0.585501, 0.579377, 1.97107, 1.29963, 0.579377, 0, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579377, 0.579378, 0.579377, 0.579658, 0.585219, 0.579377
15.7708, 0, 0.582835, 0.576792, 1.41421, -0.582835, 0.576792, 0, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576792, 0.576793, 0.576792, 0.577106, 0.58252, 0.576792
15.7787, 1.72878, 0.579219, 0.573292, 1.93101, 1.14956, 0.573292, 0, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573292, 0.573294, 0.573292, 0.573641, 0.578869, 0.573292
15.7866, 1.27122, 0.574752, 0.568975, 1.80865, 0.696466, 0.568975, 0, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568975, 0.568976, 0.568975, 0.569361, 0.574365, 0.568975
15.7945, 0.359603, 0.569861, 0.564262, 1.5361, -0.210257, 0.564262, 0, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564262, 0.564263, 0.564262, 0.564687, 0.569434, 0.564262
15.8024, 1.6404, 0.564965, 0.559568, 1.90798, 1.07543, 0.559568, 0, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.559568, 0.55957, 0.559568, 0.560035, 0.564497, 0.559568
15.8102, 0.354647, 0.562198, 0.557024, 1.53449, -0.207551, 0.557024, 0, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557024, 0.557025, 0.557024, 0.557534, 0.561687, 0.557024
15.8181, 0.645353, 0.558528, 0.553591, 1.62645, 0.0868251, 0.553591, 0, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553591, 0.553593, 0.553591, 0.554147, 0.557971, 0.553591
15.826, 0, 0.554039, 0.54935, 1.41421, -0.554039, 0.54935, 0, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.54935, 0.549352, 0.54935, 0.549953, 0.553435, 0.54935
15.8339, 1.34746, 0.549153, 0.544717, 1.82961, 0.798307, 0.544717, 0, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544717, 0.544719, 0.544717, 0.545368, 0.5485, 0.544717
15.8418, 0.65254, 0.544285, 0.540104, 1.62866, 0.108256, 0.540104, 0, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540104, 0.540106, 0.540104, 0.540805, 0.543583, 0.540104
15.8497, 0, 0.541163, 0.537234, 1.41421, -0.541163, 0.537234, 0, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537234, 0.537236, 0.537234, 0.537986, 0.54041, 0.537234
15.8575, 1, 0.537209, 0.533526, 1.73205, 0.462791, 0.533526, 0, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533526, 0.533527, 0.533526, 0.534328, 0.536405, 0.533526
15.8654, 1.33792, 0.532497, 0.529049, 1.827, 0.805421, 0.529049, 0, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.529049, 0.52905, 0.529049, 0.529904, 0.531641, 0.529049
15.8733, 0.997522, 0.527428, 0.524203, 1.73134, 0.470094, 0.524203, 0, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524203, 0.524204, 0.524203, 0.52511, 0.526519, 0.524203
15.8812, 0.66456, 0.522396, 0.519379, 1.63235, 0.142164, 0.519379, 0, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.519379, 0.51938, 0.519379, 0.520339, 0.521435, 0.519379
