   PIQUANT 0.0.0-main  ps__0846_0742001877_000BHVO2_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00340945, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00445727, 0, 1.3421e-16, 0, 1.41421, -1.3421e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05945e-20, 0, 0, 1.67025e-21, 0, 0, 1.34148e-16, 0, 0, 0
0.012324, 0, 2.45462e-16, 0, 1.41421, -2.45462e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10824e-19, 0, 0, 3.10364e-21, 0, 0, 2.45348e-16, 0, 0, 0
0.0201907, 0, 4.45513e-16, 0, 1.41421, -4.45513e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01145e-19, 0, 0, 5.72425e-21, 0, 0, 4.45306e-16, 0, 0, 0
0.0280574, 0, 8.02548e-16, 0, 1.41421, -8.02548e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62342e-19, 0, 0, 1.04806e-20, 0, 0, 8.02175e-16, 0, 0, 0
0.0359241, 0, 1.43508e-15, 0, 1.41421, -1.43508e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47923e-19, 0, 0, 1.9052e-20, 0, 0, 1.43441e-15, 0, 0, 0
0.0437909, 0, 2.54757e-15, 0, 1.41421, -2.54757e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1502e-18, 0, 0, 3.439e-20, 0, 0, 2.54639e-15, 0, 0, 0
0.0516576, 0, 4.49028e-15, 0, 1.41421, -4.49028e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02732e-18, 0, 0, 6.16476e-20, 0, 0, 4.4882e-15, 0, 0, 0
0.0595243, 0, 7.85893e-15, 0, 1.41421, -7.85893e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54822e-18, 0, 0, 1.0976e-19, 0, 0, 7.85527e-15, 0, 0, 0
0.067391, 0, 1.36595e-14, 0, 1.41421, -1.36595e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16713e-18, 0, 0, 1.94114e-19, 0, 0, 1.36532e-14, 0, 0, 0
0.0752577, 0, 2.35793e-14, 0, 1.41421, -2.35793e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06458e-17, 0, 0, 3.41038e-19, 0, 0, 2.35683e-14, 0, 0, 0
0.0831244, 0, 4.04284e-14, 0, 1.41421, -4.04284e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8253e-17, 0, 0, 5.95276e-19, 0, 0, 4.04095e-14, 0, 0, 0
0.0909912, 0, 6.91458e-14, 0, 1.41421, -6.91458e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12186e-17, 0, 0, 1.03904e-18, 0, 0, 6.91136e-14, 0, 0, 0
0.0988579, 0, 1.16932e-13, 0, 1.41421, -1.16932e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27937e-17, 0, 0, 1.78955e-18, 0, 0, 1.16878e-13, 0, 0, 0
0.106725, 0, 1.96462e-13, 0, 1.41421, -1.96462e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87005e-17, 0, 0, 3.06312e-18, 0, 0, 1.9637e-13, 0, 0, 0
0.114591, 0, 3.27963e-13, 0, 1.41421, -3.27963e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48072e-16, 0, 0, 5.21112e-18, 0, 0, 3.27809e-13, 0, 0, 0
0.122458, 0, 5.43996e-13, 0, 1.41421, -5.43996e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4561e-16, 0, 0, 8.81203e-18, 0, 0, 5.43741e-13, 0, 0, 0
0.130325, 0, 8.96631e-13, 0, 1.41421, -8.96631e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04824e-16, 0, 0, 1.48126e-17, 0, 0, 8.96211e-13, 0, 0, 0
0.138191, 0, 1.46859e-12, 0, 1.41421, -1.46859e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.63067e-16, 0, 0, 2.47531e-17, 0, 0, 1.4679e-12, 0, 0, 0
0.146058, 0, 2.39042e-12, 0, 1.41421, -2.39042e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07929e-15, 0, 0, 4.11247e-17, 0, 0, 2.3893e-12, 0, 0, 0
0.153925, 0, 3.86683e-12, 0, 1.41421, -3.86683e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74592e-15, 0, 0, 6.79342e-17, 0, 0, 3.86502e-12, 0, 0, 0
0.161792, 0, 6.21669e-12, 0, 1.41421, -6.21669e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80697e-15, 0, 0, 1.11589e-16, 0, 0, 6.21377e-12, 0, 0, 0
0.169658, 0, 9.93349e-12, 0, 1.41421, -9.93349e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48533e-15, 0, 0, 1.82281e-16, 0, 0, 9.92882e-12, 0, 0, 0
0.177525, 0, 1.57761e-11, 0, 1.41421, -1.57761e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12376e-15, 0, 0, 2.96135e-16, 0, 0, 1.57687e-11, 0, 0, 0
0.185392, 0, 2.49039e-11, 0, 1.41421, -2.49039e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1246e-14, 0, 0, 4.78542e-16, 0, 0, 2.48921e-11, 0, 0, 0
0.193258, 0, 3.90766e-11, 0, 1.41421, -3.90766e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76472e-14, 0, 0, 7.69279e-16, 0, 0, 3.90582e-11, 0, 0, 0
0.201125, 0, 6.09485e-11, 0, 1.41421, -6.09485e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7527e-14, 0, 0, 1.23037e-15, 0, 0, 6.09197e-11, 0, 0, 0
0.208992, 0, 9.4497e-11, 0, 1.41421, -9.4497e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26834e-14, 0, 0, 1.95811e-15, 0, 0, 9.44523e-11, 0, 0, 0
0.216859, 0, 1.45644e-10, 0, 1.41421, -1.45644e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57948e-14, 0, 0, 3.10143e-15, 0, 0, 1.45575e-10, 0, 0, 0
0.224725, 0, 2.23152e-10, 0, 1.41421, -2.23152e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00825e-13, 0, 0, 4.88978e-15, 0, 0, 2.23047e-10, 0, 0, 0
0.232592, 0, 3.39902e-10, 0, 1.41421, -3.39902e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53606e-13, 0, 0, 7.67551e-15, 0, 0, 3.3974e-10, 0, 0, 0
0.240459, 0, 5.14707e-10, 0, 1.41421, -5.14707e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3266e-13, 0, 0, 1.19982e-14, 0, 0, 5.14463e-10, 0, 0, 0
0.248325, 0, 7.7488e-10, 0, 1.41421, -7.7488e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50369e-13, 0, 0, 1.8682e-14, 0, 0, 7.74511e-10, 0, 0, 0
0.256192, 0, 1.15981e-09, 0, 1.41421, -1.15981e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24607e-13, 0, 0, 2.89836e-14, 0, 0, 1.15925e-09, 0, 0, 0
0.264059, 0, 1.72594e-09, 0, 1.41421, -1.72594e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81021e-13, 0, 0, 4.4816e-14, 0, 0, 1.72511e-09, 0, 0, 0
0.271926, 0, 2.55367e-09, 1.0818e-42, 1.41421, -2.55367e-09, 0, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.0818e-42, 1.15619e-12, 1.0818e-42, 1.0818e-42, 6.90891e-14, 1.0818e-42, 1.0818e-42, 2.55244e-09, 1.0818e-42, 1.0818e-42, 1.0818e-42
0.279792, 0, 3.75677e-09, 1.79016e-41, 1.41421, -3.75677e-09, 0, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.79016e-41, 1.70196e-12, 1.79016e-41, 1.79016e-41, 1.06226e-13, 1.79016e-41, 1.79016e-41, 3.75496e-09, 1.79016e-41, 1.79016e-41, 1.79016e-41
0.287659, 0, 5.49523e-09, 2.48274e-40, 1.41421, -5.49523e-09, 0, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.48274e-40, 2.49141e-12, 2.48274e-40, 2.48274e-40, 1.62953e-13, 2.48274e-40, 2.48274e-40, 5.49258e-09, 2.48274e-40, 2.48274e-40, 2.48274e-40
0.295526, 0, 7.99265e-09, 3.05462e-39, 1.41421, -7.99265e-09, 0, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.05462e-39, 3.62689e-12, 3.05462e-39, 3.05462e-39, 2.49494e-13, 3.05462e-39, 3.05462e-39, 7.98877e-09, 3.05462e-39, 3.05462e-39, 3.05462e-39
0.303393, 0, 1.15596e-08, 3.37557e-38, 1.41421, -1.15596e-08, 0, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 3.37557e-38, 5.25095e-12, 3.37557e-38, 3.37557e-38, 3.81413e-13, 3.37557e-38, 3.37557e-38, 1.15539e-08, 3.37557e-38, 3.37557e-38, 3.37557e-38
