   PIQUANT 0.0.0-main  ps__0240_0688241128_000BHVO2_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.000470806, 0, 1.608e-20, 0, 1.41421, -1.608e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60441e-23, 0, 0, 1.95975e-25, 0, 0, 1.60538e-20, 0, 0, 0
0.00834921, 0, 3.66183e-20, 0, 1.41421, -3.66183e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9309e-23, 0, 0, 4.53239e-25, 0, 0, 3.65585e-20, 0, 0, 0
0.0162276, 0, 8.21675e-20, 0, 1.41421, -8.21675e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33083e-22, 0, 0, 1.03293e-24, 0, 0, 8.20334e-20, 0, 0, 0
0.024106, 0, 1.81806e-19, 0, 1.41421, -1.81806e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94463e-22, 0, 0, 2.32144e-24, 0, 0, 1.81509e-19, 0, 0, 0
0.0319844, 0, 3.96917e-19, 0, 1.41421, -3.96917e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42869e-22, 0, 0, 5.14832e-24, 0, 0, 3.96269e-19, 0, 0, 0
0.0398628, 0, 8.555e-19, 0, 1.41421, -8.555e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38561e-21, 0, 0, 1.12732e-23, 0, 0, 8.54103e-19, 0, 0, 0
0.0477412, 0, 1.82132e-18, 0, 1.41421, -1.82132e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94992e-21, 0, 0, 2.4385e-23, 0, 0, 1.81835e-18, 0, 0, 0
0.0556197, 0, 3.83176e-18, 0, 1.41421, -3.83176e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20612e-21, 0, 0, 5.21311e-23, 0, 0, 3.8255e-18, 0, 0, 0
0.0634981, 0, 7.96942e-18, 0, 1.41421, -7.96942e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29077e-20, 0, 0, 1.10192e-22, 0, 0, 7.9564e-18, 0, 0, 0
0.0713765, 0, 1.6392e-17, 0, 1.41421, -1.6392e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65493e-20, 0, 0, 2.30378e-22, 0, 0, 1.63652e-17, 0, 0, 0
0.0792549, 0, 3.33544e-17, 0, 1.41421, -3.33544e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40226e-20, 0, 0, 4.76565e-22, 0, 0, 3.32999e-17, 0, 0, 0
0.0871333, 0, 6.71619e-17, 0, 1.41421, -6.71619e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08779e-19, 0, 0, 9.7572e-22, 0, 0, 6.70522e-17, 0, 0, 0
0.0950117, 0, 1.33862e-16, 0, 1.41421, -1.33862e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16809e-19, 0, 0, 1.97775e-21, 0, 0, 1.33643e-16, 0, 0, 0
0.10289, 0, 2.68004e-16, 0, 1.41421, -2.68004e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34073e-19, 0, 0, 4.045e-21, 0, 0, 2.67566e-16, 0, 0, 0
0.110769, 0, 5.22904e-16, 0, 1.41421, -5.22904e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46922e-19, 0, 0, 8.02773e-21, 0, 0, 5.22049e-16, 0, 0, 0
0.118647, 0, 1.01072e-15, 0, 1.41421, -1.01072e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63701e-18, 0, 0, 1.57868e-20, 0, 0, 1.00906e-15, 0, 0, 0
0.126525, 0, 1.9357e-15, 0, 1.41421, -1.9357e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13515e-18, 0, 0, 3.07682e-20, 0, 0, 1.93253e-15, 0, 0, 0
0.134404, 0, 3.67379e-15, 0, 1.41421, -3.67379e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95024e-18, 0, 0, 5.94416e-20, 0, 0, 3.66778e-15, 0, 0, 0
0.142282, 0, 6.91073e-15, 0, 1.41421, -6.91073e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11929e-17, 0, 0, 1.13849e-19, 0, 0, 6.89942e-15, 0, 0, 0
0.150161, 0, 1.28862e-14, 0, 1.41421, -1.28862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0871e-17, 0, 0, 2.16212e-19, 0, 0, 1.28651e-14, 0, 0, 0
0.158039, 0, 2.38215e-14, 0, 1.41421, -2.38215e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85823e-17, 0, 0, 4.07193e-19, 0, 0, 2.37825e-14, 0, 0, 0
0.165917, 0, 4.36625e-14, 0, 1.41421, -4.36625e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07175e-17, 0, 0, 7.60586e-19, 0, 0, 4.35911e-14, 0, 0, 0
0.173796, 0, 7.93575e-14, 0, 1.41421, -7.93575e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2853e-16, 0, 0, 1.4092e-18, 0, 0, 7.92276e-14, 0, 0, 0
0.181674, 0, 1.43037e-13, 0, 1.41421, -1.43037e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31668e-16, 0, 0, 2.59023e-18, 0, 0, 1.42803e-13, 0, 0, 0
0.189553, 0, 2.557e-13, 0, 1.41421, -2.557e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14141e-16, 0, 0, 4.72379e-18, 0, 0, 2.55281e-13, 0, 0, 0
0.197431, 0, 4.53387e-13, 0, 1.41421, -4.53387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34322e-16, 0, 0, 8.54828e-18, 0, 0, 4.52644e-13, 0, 0, 0
