   PIQUANT 0.0.0-main  ps__0846_0742001877_000BHVO2_shot_16.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00327678, 0.188491, 0, 0, 1.47936, 0.188491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00458964, 0.811509, 1.46356e-16, 0, 1.67676, 0.811509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62292e-19, 0, 0, 1.44179e-21, 0, 0, 1.46192e-16, 0, 0, 0
0.0124561, 0, 2.67153e-16, 0, 1.41421, -2.67153e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96241e-19, 0, 0, 2.67444e-21, 0, 0, 2.66854e-16, 0, 0, 0
0.0203225, 0, 4.83934e-16, 0, 1.41421, -4.83934e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36626e-19, 0, 0, 4.92407e-21, 0, 0, 4.83392e-16, 0, 0, 0
0.0281889, 0, 8.70062e-16, 0, 1.41421, -8.70062e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.64797e-19, 0, 0, 8.99988e-21, 0, 0, 8.69088e-16, 0, 0, 0
0.0360553, 0, 1.55278e-15, 0, 1.41421, -1.55278e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72185e-18, 0, 0, 1.63318e-20, 0, 0, 1.55104e-15, 0, 0, 0
0.0439218, 0, 2.75119e-15, 0, 1.41421, -2.75119e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05075e-18, 0, 0, 2.94287e-20, 0, 0, 2.74811e-15, 0, 0, 0
0.0517882, 0, 4.83981e-15, 0, 1.41421, -4.83981e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36678e-18, 0, 0, 5.26626e-20, 0, 0, 4.83439e-15, 0, 0, 0
0.0596546, 0.169204, 8.45441e-15, 0, 1.47282, 0.169204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37494e-18, 0, 0, 9.36015e-20, 0, 0, 8.44494e-15, 0, 0, 0
0.067521, 0.830796, 1.47546e-14, 0, 1.6825, 0.830796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63611e-17, 0, 0, 1.66699e-19, 0, 0, 1.47381e-14, 0, 0, 0
