   PIQUANT 0.0.0-main  ps__0846_0742001877_000BHVO2_shot_15.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00297439, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00489203, 0, 3.53338e-16, 0, 1.41421, -3.53338e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58698e-19, 0, 0, 6.1667e-21, 0, 0, 3.52573e-16, 0, 0, 0
0.0127584, 0, 6.32438e-16, 0, 1.41421, -6.32438e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35799e-18, 0, 0, 1.12214e-20, 0, 0, 6.31069e-16, 0, 0, 0
0.0206249, 0, 1.12379e-15, 0, 1.41421, -1.12379e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41303e-18, 0, 0, 2.0275e-20, 0, 0, 1.12135e-15, 0, 0, 0
0.0284913, 0, 1.98267e-15, 0, 1.41421, -1.98267e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25726e-18, 0, 0, 3.63796e-20, 0, 0, 1.97838e-15, 0, 0, 0
0.0363577, 0, 3.47354e-15, 0, 1.41421, -3.47354e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45849e-18, 0, 0, 6.48329e-20, 0, 0, 3.46602e-15, 0, 0, 0
0.0442241, 0, 6.04363e-15, 0, 1.41421, -6.04363e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2977e-17, 0, 0, 1.1477e-19, 0, 0, 6.03054e-15, 0, 0, 0
0.0520905, 0, 1.04442e-14, 0, 1.41421, -1.04442e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24261e-17, 0, 0, 2.01839e-19, 0, 0, 1.04216e-14, 0, 0, 0
0.0599569, 0, 1.79286e-14, 0, 1.41421, -1.79286e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84967e-17, 0, 0, 3.52674e-19, 0, 0, 1.78897e-14, 0, 0, 0
0.0678234, 0, 3.0574e-14, 0, 1.41421, -3.0574e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56492e-17, 0, 0, 6.12318e-19, 0, 0, 3.05077e-14, 0, 0, 0
0.0756898, 0, 5.17995e-14, 0, 1.41421, -5.17995e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11225e-16, 0, 0, 1.05646e-18, 0, 0, 5.16872e-14, 0, 0, 0
