   PIQUANT 0.0.0-main  ps__0846_0742001877_000BHVO2_shot_6.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00344571, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00442134, 0, 2.23118e-16, 0, 1.41421, -2.23118e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97872e-19, 0, 0, 2.93506e-21, 0, 0, 2.22717e-16, 0, 0, 0
0.0122884, 0, 4.03582e-16, 0, 1.41421, -4.03582e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1968e-19, 0, 0, 5.39601e-21, 0, 0, 4.02856e-16, 0, 0, 0
0.0201555, 0, 7.24604e-16, 0, 1.41421, -7.24604e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29214e-18, 0, 0, 9.84877e-21, 0, 0, 7.23302e-16, 0, 0, 0
0.0280225, 0, 1.29151e-15, 0, 1.41421, -1.29151e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30307e-18, 0, 0, 1.78485e-20, 0, 0, 1.28919e-15, 0, 0, 0
0.0358896, 0, 2.28548e-15, 0, 1.41421, -2.28548e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07555e-18, 0, 0, 3.21209e-20, 0, 0, 2.28138e-15, 0, 0, 0
0.0437566, 0, 4.01595e-15, 0, 1.41421, -4.01595e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16137e-18, 0, 0, 5.7411e-20, 0, 0, 4.00873e-15, 0, 0, 0
0.0516237, 0, 7.0077e-15, 0, 1.41421, -7.0077e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24963e-17, 0, 0, 1.01922e-19, 0, 0, 6.9951e-15, 0, 0, 0
0.0594908, 0, 1.21445e-14, 0, 1.41421, -1.21445e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16564e-17, 0, 0, 1.79745e-19, 0, 0, 1.21227e-14, 0, 0, 0
0.0673578, 0, 2.09046e-14, 0, 1.41421, -2.09046e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72777e-17, 0, 0, 3.14921e-19, 0, 0, 2.0867e-14, 0, 0, 0
0.0752249, 0, 3.57437e-14, 0, 1.41421, -3.57437e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37391e-17, 0, 0, 5.48203e-19, 0, 0, 3.56794e-14, 0, 0, 0
0.083092, 0, 6.07132e-14, 0, 1.41421, -6.07132e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08265e-16, 0, 0, 9.48229e-19, 0, 0, 6.0604e-14, 0, 0, 0
0.090959, 0, 1.02454e-13, 0, 1.41421, -1.02454e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82698e-16, 0, 0, 1.62988e-18, 0, 0, 1.02269e-13, 0, 0, 0
0.0988261, 0, 1.71775e-13, 0, 1.41421, -1.71775e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06313e-16, 0, 0, 2.78424e-18, 0, 0, 1.71466e-13, 0, 0, 0
0.106693, 0, 2.8616e-13, 0, 1.41421, -2.8616e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10289e-16, 0, 0, 4.7272e-18, 0, 0, 2.85645e-13, 0, 0, 0
0.11456, 0, 4.73697e-13, 0, 1.41421, -4.73697e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44713e-16, 0, 0, 7.97779e-18, 0, 0, 4.72845e-13, 0, 0, 0
0.122427, 0, 7.7922e-13, 0, 1.41421, -7.7922e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38954e-15, 0, 0, 1.33837e-17, 0, 0, 7.77817e-13, 0, 0, 0
0.130294, 0, 1.27382e-12, 0, 1.41421, -1.27382e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27155e-15, 0, 0, 2.23212e-17, 0, 0, 1.27153e-12, 0, 0, 0
0.138161, 0, 2.06952e-12, 0, 1.41421, -2.06952e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69052e-15, 0, 0, 3.7012e-17, 0, 0, 2.06579e-12, 0, 0, 0
0.146028, 0, 3.34164e-12, 0, 1.41421, -3.34164e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95914e-15, 0, 0, 6.10217e-17, 0, 0, 3.33562e-12, 0, 0, 0
0.153896, 0, 5.3629e-12, 0, 1.41421, -5.3629e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.56385e-15, 0, 0, 1.00042e-16, 0, 0, 5.35324e-12, 0, 0, 0
0.161763, 0, 8.55476e-12, 0, 1.41421, -8.55476e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52564e-14, 0, 0, 1.63108e-16, 0, 0, 8.53934e-12, 0, 0, 0
0.16963, 0, 1.35644e-11, 0, 1.41421, -1.35644e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41913e-14, 0, 0, 2.64488e-16, 0, 0, 1.35399e-11, 0, 0, 0
0.177497, 0, 2.13792e-11, 0, 1.41421, -2.13792e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81303e-14, 0, 0, 4.26597e-16, 0, 0, 2.13406e-11, 0, 0, 0
0.185364, 0, 3.34964e-11, 0, 1.41421, -3.34964e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97451e-14, 0, 0, 6.84494e-16, 0, 0, 3.3436e-11, 0, 0, 0
0.193231, 0, 5.21715e-11, 0, 1.41421, -5.21715e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30614e-14, 0, 0, 1.09273e-15, 0, 0, 5.20774e-11, 0, 0, 0
0.201098, 0, 8.07815e-11, 0, 1.41421, -8.07815e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44108e-13, 0, 0, 1.73585e-15, 0, 0, 8.06357e-11, 0, 0, 0
0.208965, 0, 1.2435e-10, 0, 1.41421, -1.2435e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21857e-13, 0, 0, 2.74429e-15, 0, 0, 1.24125e-10, 0, 0, 0
0.216832, 0, 1.90303e-10, 0, 1.41421, -1.90303e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39576e-13, 0, 0, 4.31861e-15, 0, 0, 1.8996e-10, 0, 0, 0
0.224699, 0, 2.89553e-10, 0, 1.41421, -2.89553e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1677e-13, 0, 0, 6.76608e-15, 0, 0, 2.89029e-10, 0, 0, 0
0.232566, 0, 4.38026e-10, 0, 1.41421, -4.38026e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81925e-13, 0, 0, 1.05561e-14, 0, 0, 4.37233e-10, 0, 0, 0
0.240433, 0, 6.58831e-10, 0, 1.41421, -6.58831e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17641e-12, 0, 0, 1.64039e-14, 0, 0, 6.57638e-10, 0, 0, 0
0.2483, 0, 9.85287e-10, 0, 1.41421, -9.85287e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7599e-12, 0, 0, 2.53969e-14, 0, 0, 9.83501e-10, 0, 0, 0
0.256167, 0, 1.46513e-09, 0, 1.41421, -1.46513e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61803e-12, 0, 0, 3.91861e-14, 0, 0, 1.46247e-09, 0, 0, 0
